id,uuid,qualifier,category,agent,utterance_id,label,toloka_session,toloka_study,id,uuid,speaker,start,end,text,text_coref,segmentation_id,microfacts,claimspan,visibility,asr_prob_avg,asr_prob_min
2863618,93a18bc8-304c-11ee-af4e-0242ac1c0002,Motivation,Impact,000269d890--64c8b82a14c06f40385c1e74,2458661,Potential to Cause Harm,,,2458661,188db92e-fef2-11ed-810a-00155d18d07f,SPEAKER_01,432.2,439.2,"All these drive increased inflammation, increased brain inflammation, and also increased cortisol.","Too much screen time, junk food, toxic lifestyles, hormonal imbalances, environmental toxins drive increased inflammation, increased brain inflammation, and also increased cortisol.",3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863619,9b634e3c-304c-11ee-af4e-0242ac1c0002,Checkworthiness,Checkable,000269d890--64c8b82a14c06f40385c1e74,2458660,Cause and Effect,,,2458660,188d1942-fef2-11ed-810a-00155d18d07f,SPEAKER_01,422.58,431.48,"Too much screen time, junk food, toxic lifestyles, hormonal imbalances, environmental toxins.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863620,9c84cffc-304c-11ee-af4e-0242ac1c0002,Motivation,Impact,000269d890--64c8b82a14c06f40385c1e74,2458660,Potential to Cause Harm,,,2458660,188d1942-fef2-11ed-810a-00155d18d07f,SPEAKER_01,422.58,431.48,"Too much screen time, junk food, toxic lifestyles, hormonal imbalances, environmental toxins.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863621,a53b6e58-304c-11ee-af4e-0242ac1c0002,Motivation,Impact,000269d890--64c8b82a14c06f40385c1e74,2458659,Potential to Cause Harm,,,2458659,188c7e60-fef2-11ed-810a-00155d18d07f,SPEAKER_01,416.12,422.26,"Worries about family, work, money, physical stresses, lack of exercise is a stress, believe it or not.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863622,af172bb0-304c-11ee-af4e-0242ac1c0002,Checkworthiness,Not Checkable,000269d890--64c8b82a14c06f40385c1e74,2458653,Not a Claim,,,2458653,1888358a-fef2-11ed-810a-00155d18d07f,SPEAKER_01,388.76,392.2,"and then you wake up in the middle of the night, like between one and four.","Or you might fall asleep because you're really tired and then you wake up in the middle of the night, like between one and four.",3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863623,b29b38bc-304c-11ee-af4e-0242ac1c0002,Checkworthiness,Not Checkable,000269d890--64c8b82a14c06f40385c1e74,2458652,Emotions and Opinions,,,2458652,18879ba2-fef2-11ed-810a-00155d18d07f,SPEAKER_01,386.68,388.76,Or you might fall asleep because you're really tired,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863625,b5cf8fa6-304c-11ee-af4e-0242ac1c0002,Checkworthiness,Not Checkable,000269d890--64c8b82a14c06f40385c1e74,2458651,Emotions and Opinions,,,2458651,18870494-fef2-11ed-810a-00155d18d07f,SPEAKER_01,385.06,386.68,"You want to sleep, but you can't.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863626,b96ef5ac-304c-11ee-af4e-0242ac1c0002,Motivation,Impact,000269d890--64c8b82a14c06f40385c1e74,2458650,Potential to Cause Harm,,,2458650,18866e44-fef2-11ed-810a-00155d18d07f,SPEAKER_01,380.28,384.72,"But if your cortisol is high in the afternoon or high in the evening, you might feel tired and wired.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863627,bdcf6366-304c-11ee-af4e-0242ac1c0002,Motivation,Impact,000269d890--64c8b82a14c06f40385c1e74,2458649,Potential to Cause Harm,,,2458649,1885ccc8-fef2-11ed-810a-00155d18d07f,SPEAKER_01,373.3,380.14,"And if you're healthy and balanced in your circadian rhythms and your cortisol and melatonin cycles, you'll be fine.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863628,c25d5bea-304c-11ee-af4e-0242ac1c0002,Checkworthiness,Checkable,000269d890--64c8b82a14c06f40385c1e74,2458648,Factual Descriptions,,,2458648,188531be-fef2-11ed-810a-00155d18d07f,SPEAKER_01,355.08,372.62,"But when your cortisol and your body stress response are balanced and your pineal gland produces something called melatonin that pulses really strong in the afternoon and the evening, which gets you ready for sleep and lets your cortisol drop off and then you can feel calm and go to sleep at night and feel sleepy.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863629,c528ee8e-304c-11ee-af4e-0242ac1c0002,Motivation,Impact,000269d890--64c8b82a14c06f40385c1e74,2458648,Public Interest,,,2458648,188531be-fef2-11ed-810a-00155d18d07f,SPEAKER_01,355.08,372.62,"But when your cortisol and your body stress response are balanced and your pineal gland produces something called melatonin that pulses really strong in the afternoon and the evening, which gets you ready for sleep and lets your cortisol drop off and then you can feel calm and go to sleep at night and feel sleepy.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863630,c9067206-304c-11ee-af4e-0242ac1c0002,Motivation,Impact,000269d890--64c8b82a14c06f40385c1e74,2458647,Public Interest,,,2458647,18843e44-fef2-11ed-810a-00155d18d07f,SPEAKER_01,339.18,354.58,"So if your cortisol levels are balanced and they're high in the morning and then low at night and your blood sugar stays even, we'll talk about why that's important because fluctuations in blood sugar often will cause midnight or middle of the night wakening.","So if your cortisol levels are balanced and your cortisol levels're high in the morning and then low at night and your blood sugar stays even, we'll talk about why that's important because fluctuations in blood sugar often will cause midnight or middle of the night wakening.",3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863631,d29ef388-304c-11ee-af4e-0242ac1c0002,Motivation,Impact,000269d890--64c8b82a14c06f40385c1e74,2458646,Potential to Cause Harm,,,2458646,1883a4c0-fef2-11ed-810a-00155d18d07f,SPEAKER_01,336.94,339.0,You want to be alert and that's the problem.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863632,d999cfbe-304c-11ee-af4e-0242ac1c0002,Checkworthiness,Not Checkable,000269d890--64c8b82a14c06f40385c1e74,2458645,Emotions and Opinions,,,2458645,1883057e-fef2-11ed-810a-00155d18d07f,SPEAKER_01,335.82,336.54,You don't want to be sleeping.,,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863633,de0f82dc-304c-11ee-af4e-0242ac1c0002,Motivation,Impact,000269d890--64c8b82a14c06f40385c1e74,2458644,Potential to Cause Harm,,,2458644,18825d2c-fef2-11ed-810a-00155d18d07f,SPEAKER_01,331.36,335.7,"So when you think about it, when your cortisol is high, you're running from a tiger, you're in danger.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863634,e74a062e-304c-11ee-af4e-0242ac1c0002,Checkworthiness,Not Checkable,000269d890--64c8b82a14c06f40385c1e74,2458643,Emotions and Opinions,,,2458643,18816bb0-fef2-11ed-810a-00155d18d07f,SPEAKER_01,321.02,331.3,"So when we're constantly in a state of stress, we're actually often struggling with sleep because of the way in which it affects our sleep.","So when we're constantly in a state of stress, we're actually often struggling with sleep because of the way in which a state of stress affects our sleep.",3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863635,efd4f646-304c-11ee-af4e-0242ac1c0002,Checkworthiness,Not Checkable,000269d890--64c8b82a14c06f40385c1e74,2458642,Emotions and Opinions,,,2458642,1880719c-fef2-11ed-810a-00155d18d07f,SPEAKER_01,308.8,320.42,"It has to do with your adrenal glands and they're designed to keep things in balance to regulate your weight, to moderate your stress response, to control blood sugar, regulate inflammation and regulate sleep and wake cycles.","It has to do with your adrenal glands and your adrenal glands're designed to keep things in balance to regulate your weight, to moderate your stress response, to control blood sugar, regulate inflammation and regulate sleep and wake cycles.",3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863637,f65538fa-304c-11ee-af4e-0242ac1c0002,Checkworthiness,Checkable,000269d890--64c8b82a14c06f40385c1e74,2458641,Factual Descriptions,,,2458641,187fce5e-fef2-11ed-810a-00155d18d07f,SPEAKER_01,304.02,308.08,"When you lay and get down in bed, you're exhausted but you can't fall asleep because you're just wired.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863638,f88647fe-304c-11ee-af4e-0242ac1c0002,Motivation,Impact,000269d890--64c8b82a14c06f40385c1e74,2458641,Public Interest,,,2458641,187fce5e-fef2-11ed-810a-00155d18d07f,SPEAKER_01,304.02,308.08,"When you lay and get down in bed, you're exhausted but you can't fall asleep because you're just wired.",,3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863639,fe72f2de-304c-11ee-af4e-0242ac1c0002,Checkworthiness,Checkable,000269d890--64c8b82a14c06f40385c1e74,2458637,Factual Descriptions,,,2458637,187c6502-fef2-11ed-810a-00155d18d07f,SPEAKER_01,277.88,294.22,"Well, there's a very important hormone called cortisol which is your stress hormone and it helps when it's imbalanced to go up in the morning to get you energetic and focused and do the things you need to do for the day and at night, it's supposed to go down and you're supposed to calm down and relax.","Well, there's a very important hormone called cortisol which is your stress hormone and a very important hormone called cortisol which is your stress hormone helps when a very important hormone called cortisol which is your stress hormone's imbalanced to go up in the morning to get you energetic and focused and do the things you need to do for the day and at night, a very important hormone called cortisol which is your stress hormone's supposed to go down and you're supposed to calm down and relax.",3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
2863640,0147d15a-304d-11ee-af4e-0242ac1c0002,Motivation,Impact,000269d890--64c8b82a14c06f40385c1e74,2458637,Public Interest,,,2458637,187c6502-fef2-11ed-810a-00155d18d07f,SPEAKER_01,277.88,294.22,"Well, there's a very important hormone called cortisol which is your stress hormone and it helps when it's imbalanced to go up in the morning to get you energetic and focused and do the things you need to do for the day and at night, it's supposed to go down and you're supposed to calm down and relax.","Well, there's a very important hormone called cortisol which is your stress hormone and a very important hormone called cortisol which is your stress hormone helps when a very important hormone called cortisol which is your stress hormone's imbalanced to go up in the morning to get you energetic and focused and do the things you need to do for the day and at night, a very important hormone called cortisol which is your stress hormone's supposed to go down and you're supposed to calm down and relax.",3362,,,"[""Checkworthiness"", ""Motivation"", ""ClaimSpan""]",,
