utterance_id,utterance_text,is_check_worthy_claim,relevance_level
2465434,It's not just for the chronic conditions as well.,False,
2465435,But it's for normal healthy people.,False,
2465436,It can be used to reduce the pain.,False,High
2465437,Although it still needs more research in this area.,False,
2465438,"If people do want to boost people's turmeric consumption, what's the best way of doing so?",False,
2465439,So if people want to increase the active component in the turmeric such as the curcumin in people's body.,False,
2465440,The best way to do it is to combine the turmeric with some pepper because piperine seems to increase the bioavailability that means the increased absorption of curcumin in the body.,True,Medium
2465441,The other option is fatty food seems to increase the bioavailability of curcumin.,False,Medium
2465442,Obviously I've got an Indian heritage so I follow some of the Indian cuisine.,False,
2465443,So I pour oil first and then I put turmeric powder in oil.,False,
2465444,So it's good for taste and it's going to increase the bioavailability.,False,
2465445,"Right, that's the science.",False,
2465446,Now let's check in one more time with Yushi to see how Yushi's getting on with turmeric.,False,
2465447,It's the end of the week.,False,
2465448,The turmeric ended up tasting a lot nicer than I expected.,False,
2465449,And I surprised myself with the range of different dishes I was able to incorporate turmeric into.,False,
2465450,The turmeric pancakes were really delicious.,False,
2465451,The turmeric gave The turmeric pancakes a really warm flavour.,False,
2465452,The turmeric worked quite well with savoury toppings.,False,
2465453,Yushi'll definitely be making the curry again.,False,
2465454,Overall Yushi found the challenge a great success.,False,
2465455,Yushi really enjoyed the challenge.,False,
2465456,I'm really glad to hear that Yushi has enjoyed Yushi's challenge and I've been adding more turmeric to my diet and I've discovered something novel which I do enjoy and something novel which I do enjoy is having turmeric as a latte.,False,
2465457,Now I've got some milk here and I'm going to add some milk to my milk frother.,False,
2465458,There we go.,False,
2465459,Nice and frost up.,False,
2465460,I'm adding a nice teaspoon of turmeric and then giving it a good old stir.,False,
2465461,And it's certainly a wonderfully orange colour.,False,
2465462,And the advantage of using milk is the fat means that I'm going to absorb more of the good stuff as well.,False,
2465463,It's also delicious.,False,
2465464,"So if you're looking for an excuse to have a delicious hot drink or perhaps that curry you've been craving, here it is.",False,
2465465,Add in some turmeric.,False,
2465466,It could boost your brain and take away your pain.,False,Medium
2465467,So that's it.,False,
2465468,It's just one thing you can incorporate into your daily routine which really could benefit your body and life.,False,
2465469,"If you want to hear more of the series, why not subscribe on BBC Sounds.",False,
2465470,"On the next episode of the series, the healing power of the pen.",False,
2465471,"How a technique called expressive writing can lift your mood, improve your immune system and give your brain a boost.",False,
2465472,Are you confused about why your mortgage rate is going up?,False,
2465473,Unsure of what causes inflation or befuddled over what GDP stands for?,False,
2465474,I've got the perfect podcast for you.,False,
2465475,"I'm Tim Harford and in my new Radio 4 podcast, Understand the Economy, I'm taking you back to basics.",False,
2465476,I'm going to explain all the complex financial terms you're hearing in the news as clearly as I can.,False,
2465477,"Inflation, interest rates, growth, bonds, banks.",False,
2465478,"Search for Understand the Economy, available now on BBC Sounds.",False,
2465479,"And send it in now, while you're on the perfect podcast for you.",False,
2465480,Do it now.,False,
2465481,"The very flexible accounting program TripleTax, you can try for free at www.tripletax.no.",False,
