utterance_id,utterance_text,CW_claim_count,Not_CW_claim_count,majority_claim
2290684,How do Charlotte think Brandon Johnson will impact Chicago now that Brandon Johnson's mayor?,0,0,
2290685,"Brandon Johnson's like Lori Lightfoot, but a dude.",0,0,
2290686,It's Brandon Johnson's a disaster area.,0,0,
2290687,And we've already seen this week like rioting in the loop.,0,0,
2290688,People just beating the crap out of each other.,0,0,
2290689,People getting shot in the loop.,0,0,
2290690,There's like downtown Chicago.,0,0,
2290691,Nice area of Chicago.,0,0,
2290692,"And Brandon Johnson's like, it's like John Valjean.",0,0,
2290693,It's like people who are desperate.,0,0,
2290694,people who are desperate're just looting because people who are desperate're desperate.,0,0,
2290695,"No, people who are desperate're not.",0,0,
2290696,people who are desperate're looting because it's fun to loot and there aren't cops enough to stop people who are desperate.,0,0,
2290697,"But Brandon Johnson's like, well, but if we had midnight basketball, that might save it.",0,0,
2290698,"Yeah, good luck, guys.",0,0,
2290699,guys made this decision.,0,0,
2290700,Enjoy this decision.,0,0,
2290701,"Dan says, Dan'm thinking about going to law school.",0,0,
2290702,Dan've heard the job market is oversaturated.,0,0,
2290703,You mentioned before you think maybe A.I. will eventually replace a lot of the lawyering workspace.,0,0,
2290704,Mentioned a long time ago you wanted to find third year law school paper about judicial review and Marbury versus Madison.,0,0,
2290705,Did you ever find third year law school paper about judicial review and Marbury versus Madison?,0,0,
2290706,"No, Dan tried desperately.",0,0,
2290707,Dan actually emailed Dan's law school advisor on third year law school paper about judicial review and Marbury versus Madison.,0,0,
2290708,I would like to find third year law school paper about judicial review and Marbury versus Madison somewhere.,0,0,
2290709,I may have like a laptop going back.,0,0,
2290710,Now it'd be 15 years.,0,0,
2290711,I have to dig through my garage and then send third year law school paper about judicial review and Marbury versus Madison to my friends over at Legacybox and see if my friends over at Legacybox can preserve third year law school paper about judicial review and Marbury versus Madison for me.,0,0,
2290712,"Caroline says, Caroline was in a conversation with two colleagues discussing school choices and how it seems ridiculous that if you choose to send your kids to a private school, you still have to pay state taxes for public school.",0,0,
2290713,two colleagues were saying it's a good thing because wealthy people can afford private schools.,0,0,
2290714,"If wealthy people don't pay taxes toward those already in poor schools, poor schools will never improve.",0,0,
2290715,Children from low income areas and families only have public schools in Children from low income areas and families's district as an option and are the only ones paying taxes toward public schools.,0,0,
2290716,There's a cycle of poverty and a lack of education.,0,0,
2290717,What do you think is an appropriate solution to solve this issue?,0,0,
2290718,Thanks for what you do.,0,0,
2290719,"So the idea that that state taxes should go to public schools and that if you're in a private school, you should still continue to pay tax and those taxes should go to public.",0,0,
2290720,I don't actually have a huge problem with that.,0,0,
2290721,"Again, we all have a stake in there being kids going to schools.",0,0,
2290722,"I would prefer this be done on the most local available level and that instead of paying state taxes, this very often, by the way, is the way that it works.",0,0,
2290723,It's not all state education dollars.,0,0,
2290724,Very often it's local education dollars.,0,0,
2290725,"The more local, the better.",0,0,
2290726,I have a very high stake in kids in my neighborhood going to school and I'm willing to help subsidize that as a function of my local community.,0,0,
2290727,"I'm not willing to do that at the national level because frankly, I don't think the federal government is good at running this thing or distributing the money.",0,0,
2290728,"But yeah, there are obviously things in your local community where you have a stake in it like kids going to your school.",0,0,
2290729,"And really, it's not about people like me where I'm sending my own kids to school.",0,0,
2290730,So I'm already paying for schooling.,0,0,
2290731,"It's about people who don't have kids in school and retirees, right?",0,0,
2290732,That should really be the question.,0,0,
2290733,"Are people who don't have kids in school and retirees, should people who don't have kids in school and retirees be subsidizing education?",0,0,
2290734,The general idea here is the community does have an interest in subsidizing education.,0,0,
2290735,And I think virtually everybody does believe that.,0,0,
2290736,Whether that should go to public school or whether it should go to vouchers is a different question.,0,0,
2290737,I think it should go to vouchers.,0,0,
2290738,"Zach says, what authors can Zach trust to read about American world presidential history?",0,0,
2290739,"Some authors like John Meacham, can Zach look at Some authors like John Meacham's Twitter feed to see if Zach can trust Some authors like John Meacham?",0,0,
2290740,But what is your process for weaning out political lean in history books when it comes to older and deceased authors?,0,0,
2290741,God bless.,0,0,
2290742,"So my favorite thing to read on the weekends, I love the Wall Street Journal book review section.",0,0,
2290743,I love the Wall Street Journal book review section.,0,0,
2290744,the Wall Street Journal book review section comes every Shabbat and coffee and the Wall Street Journal book review section is like my favorite thing.,0,0,
2290745,This is like my life's little pleasures.,0,0,
2290746,And so I tend to read the reviews of the books and see how the books's reviewed in places like Wall Street Journal or the New Criterion.,0,0,
2290747,"I found reviewers that I trust and then if reviewers that I trust recommend the book, then I usually will give the book a shot.",0,0,
2290748,And this is where the blurbs actually matter.,0,0,
2290749,"Now, beware with blurbs.",0,0,
2290750,"As Dan, when famous people give blurbs to books, that doesn't necessarily mean famous people've read books, which is why you should read a couple of book reviews of the book.",0,0,
2290751,"Matt says, Matt don't understand all the rules for the Jewish Sabbath.",0,0,
2290752,"Well, yeah, there are a lot of all the rules for the Jewish Sabbath.",0,0,
2290753,Matt understand the idea of taking a day to rest.,0,0,
2290754,Why don't Matt flip a light switch or drive a car?,0,0,
2290755,How's turning on the lights a violation of the Jewish Sabbath?,0,0,
2290756,Thank you.,0,0,
2290757,"Okay, so here we're going to get a little abstruse.",0,0,
2290758,"Okay, so the way that this works is that the way we define the Jewish Sabbath in Jewish law is we try to figure out what you were not allowed to do in building the tabernacle.",0,0,
2290759,"Okay, so get ready.",0,0,
2290760,"In the book of Exodus, there's a long description of what it took to build the tabernacle.",0,0,
2290761,What we know is that you were not allowed to build the tabernacle.,0,0,
2290762,You're not allowed to wreck the tabernacle on the Jewish Sabbath.,0,0,
2290763,"So what that means is that when we were trying to figure out what exactly you can and cannot do on the Jewish Sabbath, what we do is what we do.",0,0,
2290764,"We look at the so-called 39 malachot, right?",0,0,
2290765,39 activities.,0,0,
2290766,And 39 activities are things that you couldn't do in building the tabernacle.,0,0,
2290767,"And so the idea is that you're not allowed to do 39 activities when you are on a normal Sabbath, because that's the way we're learning what you can do and what you can't do when it comes to the Jewish Sabbath.",0,0,
2290768,And the commandment to keep the Jewish Sabbath is given in Exodus or to guard the Jewish Sabbath is given in Exodus.,0,0,
2290769,And so we're taking the book of Exodus and we're figuring out exactly what that means.,0,0,
2290770,So those rules include things ranging from digging to kindling a fire.,0,0,
2290771,So there's a big sort of early 20th century debate about the use of electricity.,0,0,
2290772,Is electricity the equivalent of kindling a fire?,0,0,
2290773,"Therefore, you're not allowed to actually turn on and off lights.",0,0,
2290774,"So you can actually preset lights on the Jewish Sabbath, right?",0,0,
2290775,You set it before the Jewish Sabbath and it goes on and off automatically.,0,0,
2290776,"You're not actually doing that, right?",0,0,
2290777,That would be one way of doing it.,0,0,
2290778,You can leave lights on throughout the Jewish Sabbath.,0,0,
2290779,You can't flip lights off because that's like putting out a fire.,0,0,
2290780,You're not allowed to do that on the Jewish Sabbath.,0,0,
2290781,The other theory with regard to electricity is that you're not allowed to build on the Jewish Sabbath.,0,0,
2290782,"And there's a piece of abstruse reasoning that says that this is a form of, in Hebrew, it's called bonah, of building.",0,0,
2290783,"And when you complete a circuit, that is a form of building.",0,0,
2290784,So that is the reason for that.,0,0,
2290785,"When it comes to driving a car, you're actively kindling a fire.",0,0,
2290786,"When you use an internal combustion engine, you're kindling a fire.",0,0,
2290787,"Now, when it comes to electric cars, you run into the same issues as with the light.",0,0,
2290788,"Is this the equivalent of either a shreit fire or is it the equivalent of bonah, like building a circuit?",0,0,
2290789,"Again, Jewish law is an attempt to reify in the world what God wants of you.",0,0,
2290790,And Jewish law gets into really kind of nook and cranny areas of tremendous specificity.,0,0,
2290791,"And it sounds wild, but the reality is that if you actually think that God cares about what you do, you try to suss out as best you can from the rules that are available to you how exactly to act in your daily life.",0,0,
2290792,So those are the reasons for that.,0,0,
2290793,"Mike Palmer says, Mike Palmer watch your show just about every day.",0,0,
2290794,Mike Palmer appreciate all you do as well as others there at DW.,0,0,
2290795,Mike Palmer've been hearing the word anti-Semitic a lot in the last three years.,0,0,
2290796,Mike Palmer've noticed something strange about how the word anti-Semitic's pronounced.,0,0,
2290797,"Everyone who uses the word anti-Semitic seems to pronounce the word anti-Semitic anti-Semitic, but the word anti-Semitic's clearly anti-Semitic.",0,0,
2290798,"Mike Palmer've even looked up the actual pronunciation, which is anti-Semitic.",0,0,
2290799,Mike Palmer've never heard anyone actually pronounce the word anti-Semitic as the word anti-Semitic's spelled.,0,0,
2290800,"Now, it will bother you.",0,0,
2290801,Mike Palmer'd be very interested in hearing your thoughts.,0,0,
2290802,I have no idea.,0,0,
2290803,I have no idea.,0,0,
2290804,I got nothing for you.,0,0,
2290805,I don't know.,0,0,
2290806,I think the word anti-Semitic is out of date anyway.,0,0,
2290807,Mike Palmer think we should just use the term Jew hatred.,0,0,
2290808,So the term Jew hatred's what it is.,0,0,
2290809,"Matt says, hey, Ben, long time listener.",0,0,
2290810,Love your show.,0,0,
2290811,Matt's wife and Matt are expecting My wife and I's first child in the next two weeks.,0,0,
2290812,Any advice for My wife and I as new parents?,0,0,
2290813,"Yeah, My wife and I should use, as brand new parents, My wife and I should use the so-called five S's.",0,0,
2290814,"So that would be like soothing, swaddling.",0,0,
2290815,This is to calm a crying baby.,0,0,
2290816,Babies like to cry a lot.,0,0,
2290817,So this is Harvey Karp.,0,0,
2290818,"Okay, so here's a quick primer.",0,0,
2290819,Harvey Karp is a doctor who figured out kind of ways to stop your baby from crying.,0,0,
2290820,Swaddling.,0,0,
2290821,Put the baby on the baby's side or the baby's stomach while the baby're awake.,0,0,
2290822,You can't let a baby sleep on a baby's stomach.,0,0,
2290823,That creates SIDS risk.,0,0,
2290824,Shushing the baby.,0,0,
2290825,"You go to the baby's ear and go, shh.",0,0,
2290826,And it sounds real weird.,0,0,
2290827,But the reason you're doing that is that's what it actually sounds like in vitro.,0,0,
2290828,Swinging the baby.,0,0,
2290829,That doesn't mean like you grab the baby by the feet.,0,0,
2290830,So it means that you like swing the baby side to side.,0,0,
2290831,the baby really like that.,0,0,
2290832,That's why babies like the baby swings.,0,0,
2290833,And you give babies like a pacifier.,0,0,
2290834,That's how you see the baby.,0,0,
2290835,"And then when the baby get a little bit older, there are all sorts of theories about how to sleep train.",0,0,
2290836,My wife and I are of the cry it out mentality.,0,0,
2290837,Which there's some people who will like go in for five minutes and go out.,0,0,
2290838,"Oh my God, it's going to create lifelong trauma.",0,0,
2290839,"If you let the baby cry for too long, My wife and I disagree.",0,0,
2290840,"The way that My wife and I've always done it is when the baby hits an age, usually it's about, I don't know, six months, five months.",0,0,
2290841,"When the baby's able to sleep train, you just let the baby cry it out.",0,0,
2290842,And then the baby go to sleep.,0,0,
2290843,And the baby go to sleep at a regular time.,0,0,
2290844,Ben's kids have been really great sleepers ever since My kids were very young.,0,0,
2290845,Specifically because of this.,0,0,
2290846,"Alrighty, folks.",0,0,
2290847,So we'll be back here tomorrow with the actual Ben Shapiro show.,0,0,
2290848,And keep those questions coming.,0,0,
2290849,Go subscribe at dailywireplus.com.,0,0,
2290850,Become a member.,0,0,
2290851,You can send your question.,0,0,
2290852,"Maybe next week, Ben Shapiro'll be answering your questions.",0,0,
