utterance_id,utterance_text,is_check_worthy_claim,relevance_level
2290577,"Well, the answer is that the 2020 election cycle had just a massive voter turnout.",False,Medium
2290578,"Ben mean, the voter turnout rate had the highest voter turnout of the 21st century.",True,High
2290579,At 67% of citizens aged 18 and older voted in the election in 2020.,True,High
2290580,"In 2016, the voter turnout rate was like 59%.",True,High
2290581,So 59% is a much lower number.,False,
2290582,"You had 59% of a voting age population of 249 million in 2016, so 60%.",True,Medium
2290583,You had almost a two-thirds voter turnout rate with an increased population of 258 million who are eligible to vote.,False,
2290584,That's the answer.,False,
2290585,"The answer is every election, there's a growing population in the U.S..",False,
2290586,"And 2020, because of all the mail-in ballots and all the you-can-vote-five-months-in-advance garbage, because of all the mail-in ballots and all the you-can-vote-five-months-in-advance garbage, the voter turnout rate was the highest voter turnout rate in modern American history.",False,
2290587,"Again, we have not seen a voter turnout rate that high pretty much ever.",False,
2290588,Pretty much ever.,False,
2290589,"Turnout as a percentage of eligible voters, Ben mean, back in 1980, Turnout as a percentage of eligible voters was like 54%.",True,High
2290590,And then Turnout as a percentage of eligible voters stayed in the 50s all the way up to 2004.,False,
2290591,We got 60%.,False,
2290592,"Then in 2008, Turnout as a percentage of eligible voters was 62.5%.",True,High
2290593,Back down to the 50s for 2012 and 2016.,False,
2290594,And then 67% in 2020.,False,
2290595,So that would be your answer.,False,
2290596,That's where all those extra voters came from.,False,
2290597,"Mark says, hey, Ben.",False,
2290598,Thanks for everything Ben and DW Plus do.,False,
2290599,"When I was recently talking, one of my liberal friends about the Dilma-Veini Bud Light story, one of my liberal friends told me conservatives are hypocrites because we told conservatives not to be offended by a lady on a syrup bottle.",False,
2290600,And now conservatives are offended by a lady on a beer can.,False,
2290601,How would Ben respond to this?,False,
2290602,Are conservatives hypocrites on this?,False,
2290603,"No, because there is nothing inherently offensive about a black woman on a syrup bottle.",False,
2290604,Ben don't find black women offensive.,False,
2290605,There's something inherently offensive about a man pretending to be a woman.,False,
2290606,That's the thing.,False,
2290607,"Now, Ben assume that we're talking now about the Aunt Jemima bottle.",False,
2290608,And the idea was that this was linked to slavery.,False,
2290609,And this was linked to sort of reconstruction era imagery of black people.,False,
2290610,"The point that Ben was making is that Ben'm not sure anybody has ever actually had syrup from the Aunt Jemima bottle was thinking, man, slavery.",False,
2290611,slavery was a great thing.,False,
2290612,Reconstruction.,False,
2290613,Reconstruction was a great thing.,False,
2290614,"And if Ben thought that, or anti-reconstruction rather, that was a great thing.",False,
2290615,"If Ben thought that, Ben would also be against the Aunt Jemima bottle.",False,
2290616,But that's not what it was about.,False,
2290617,"The whole point is with Bud Light, you're actually saying, yes, this is a great thing, what Trump is doing.",False,
2290618,"Benjamin says, hey, Ben, love the show.",False,
2290619,Proud to be an All Access member.,False,
2290620,Mark's question is regarding the 2024 election.,False,
2290621,Biden technically has yet to announce Biden'll actually run.,False,
2290622,Benjamin realize Biden will most likely.,False,
2290623,"However, let's assume Biden doesn't.",False,
2290624,Who do Ben believe would become the Democratic nominee?,False,
2290625,So Democrats have boxed Democrats into the intersectional square.,False,
2290626,There's nothing Democrats can really do here.,False,
2290627,Kamala Harris is going to be the presumptive nominee.,False,
2290628,That is particularly true because Democrats now shifted the voting states in the Democratic primaries.,False,
2290629,"Ben believe South Carolina now goes first, which cuts out like Bernie Sanders, Pete Buttigieg, all white people all the time vote.",False,
2290630,So the chances that Kamala Harris ends up as the nominee are fairly high.,False,
2290631,Kamala Harris has the highest name recognition.,False,
2290632,This is what the polls are showing as well.,False,
2290633,Kamala Harris leads the sort of replaced Bud Light sweepstakes.,False,
2290634,"Now, you could theoretically see somebody like Gavin Newsom throw somebody like Gavin Newsom's hat in the ring.",False,
2290635,And presumably somebody like Gavin Newsom'd have an advantage in California.,False,
2290636,Although Ben'm not so sure.,False,
2290637,Ben'm not so sure.,False,
2290638,"Austin says, hey, Ben, Austin have a quick question regarding modesty.",False,
2290639,Austin'm a young Christian man currently going to a secular college.,False,
2290640,"Austin grew up in a family and church that put a high emphasis on modesty, both male and female.",False,
2290641,"Austin've struggled to see where the Old and New Testament talks about modesty, both male and female in any detail.",False,
2290642,"Austin'm trying to determine what Austin believe so Austin can live according to modesty, both male and female and leave Austin's future family in accordance with both scriptures and morality.",False,
2290643,"Austin was wondering if Ben could give Austin a definition of modesty, answer if modesty is important, and ways modesty can be lived in day-to-day life.",False,
2290644,Thank Ben for all that Ben do and all those Ben influence.,False,
2290645,"Austin know Ben have helped Austin in several ways, including the idea that facts matter more than Austin's feelings and to approach things from truth no matter what the stance.",False,
2290646,"Okay, so the idea of modesty, the definition of modesty is dressing in a way that is not designed to elicit a sexual response.",False,High
2290647,That is the definition of modesty.,False,
2290648,That doesn't mean you have to dress like a Frump.,False,
2290649,It doesn't mean you have to dress in an old sack.,False,
2290650,You don't have to wear a burka.,False,
2290651,"What it does mean is that if you are dressing in a way that is deliberately sexually provocative, then that is immodest.",False,High
2290652,And to pretend that all items of clothing are similar in terms of all items of clothing's sexual provocativeness is just silly.,False,
2290653,"Now, even to use the term sexually provocative now is controversial because we are all supposed to be men and women of stone.",False,
2290654,We're supposed to pretend that you're supposed to have exactly the same response to a woman wearing a thong bikini on the beach as you would to a woman wearing a three-piece business suit or something.,False,
2290655,"That's silly and stupid, and everyone knows that it's silly and stupid, which is why advertising does not feature generally women in business suits walking on the beach, but does very frequently feature bucks and women on the beach wearing thong bikinis.",False,
2290656,There's a reason for that.,False,
2290657,"And when women dress like this, to pretend that women do not know that this is designed to elicit a response is, of course, incredibly silly.",False,
2290658,The entire lingerie business is designed around this exact notion.,False,
2290659,The same thing in miniature is true of men.,False,
2290660,Women are not as visually driven by sort of sexual stimuli as men are.,False,High
2290661,"As I've said before, when it comes to women and sex, men and sex, very different mentalities.",False,
2290662,"For women, women need to know why.",False,
2290663,"For men, men need to know when and where.",False,
2290664,Those are the big questions.,False,
2290665,"And so the idea that women, there's a wide variety of clothing women can wear that is more sexually provocative than what a man can wear is 100% true.",False,
2290666,"Of course, of course.",False,
2290667,"Now, there are areas of debate here.",False,
2290668,"Ben've had these debates with, for example, Ben's friend who's a very conservative Christian, Allie Beth Stuckey.",False,
2290669,"my friend who's a very conservative Christian, Allie Beth Stuckey and Mr. Shapiro have had the yoga pants debate.",False,
2290670,"Mr. Shapiro've suggested that yoga pants are significantly sexually provocative to men, the reason being that women spray paint women's ass very often and then assume that men are not looking at that, which, of course, is very, very stupid.",False,
2290671,"And my friend who's a very conservative Christian, Allie Beth Stuckey's like, well, yeah,",False,
2290672,"And my friend who's a very conservative Christian, Allie Beth Stuckey's like, well, yeah, but yoga pants're comfortable at the gym.",False,
2290673,"And so my friend who's a very conservative Christian, Allie Beth Stuckey'm not wearing yoga pants to provoke men.",False,
2290674,"Yes, but that does not change whether an item of clothing is objectively more sexually provocative than another item of clothing.",False,
2290675,"And this is all this is what this is the conversation reasonable people would have, we're not allowed to have these conversations again, we're supposed to now pretend that if a woman wears a thong bikini, walks into the office, it's a job of men to like avert men's eyes.",False,
2290676,A woman has done nothing whatsoever that elicits a response.,False,
2290677,"Now, again, all of human life is meant to elicit emotional responses from other people.",False,Medium
2290678,We're constantly doing that.,False,
2290679,We're constantly acting and saying things in ways that elicit responses from other people.,False,Low
2290680,We are not made of stone.,False,
2290681,"But here we're supposed to, again, pretend that the human the most deep and abiding human instinct, the instinct to sexuality doesn't exist in this context so that we can pretend that somehow decisions don't elicit responses or something or the men and women are the same.",False,Low
2290682,"Charlotte says, Charlotte live in the suburbs of Chicago.",False,
2290683,Anything that happens here strongly impacts what happens in Charlotte's life.,False,
2290684,How do Charlotte think Brandon Johnson will impact Chicago now that Brandon Johnson's mayor?,False,
2290685,"Brandon Johnson's like Lori Lightfoot, but a dude.",False,
2290686,It's Brandon Johnson's a disaster area.,False,
2290687,And we've already seen this week like rioting in the loop.,False,
2290688,People just beating the crap out of each other.,False,
2290689,People getting shot in the loop.,False,
2290690,There's like downtown Chicago.,False,
2290691,Nice area of Chicago.,False,
2290692,"And Brandon Johnson's like, it's like John Valjean.",False,
2290693,It's like people who are desperate.,False,
2290694,people who are desperate're just looting because people who are desperate're desperate.,False,
2290695,"No, people who are desperate're not.",False,
2290696,people who are desperate're looting because it's fun to loot and there aren't cops enough to stop people who are desperate.,False,
2290697,"But Brandon Johnson's like, well, but if we had midnight basketball, that might save it.",False,
2290698,"Yeah, good luck, guys.",False,
2290699,guys made this decision.,False,
2290700,Enjoy this decision.,False,
2290701,"Dan says, Dan'm thinking about going to law school.",False,
2290702,Dan've heard the job market is oversaturated.,False,
2290703,You mentioned before you think maybe A.I. will eventually replace a lot of the lawyering workspace.,False,Medium
2290704,Mentioned a long time ago you wanted to find third year law school paper about judicial review and Marbury versus Madison.,False,
2290705,Did you ever find third year law school paper about judicial review and Marbury versus Madison?,False,
2290706,"No, Dan tried desperately.",False,
2290707,Dan actually emailed Dan's law school advisor on third year law school paper about judicial review and Marbury versus Madison.,False,
2290708,I would like to find third year law school paper about judicial review and Marbury versus Madison somewhere.,False,
2290709,I may have like a laptop going back.,False,
2290710,Now it'd be 15 years.,False,
2290711,I have to dig through my garage and then send third year law school paper about judicial review and Marbury versus Madison to my friends over at Legacybox and see if my friends over at Legacybox can preserve third year law school paper about judicial review and Marbury versus Madison for me.,False,
2290712,"Caroline says, Caroline was in a conversation with two colleagues discussing school choices and how it seems ridiculous that if you choose to send your kids to a private school, you still have to pay state taxes for public school.",False,Medium
2290713,two colleagues were saying it's a good thing because wealthy people can afford private schools.,False,
2290714,"If wealthy people don't pay taxes toward those already in poor schools, poor schools will never improve.",False,Medium
2290715,Children from low income areas and families only have public schools in Children from low income areas and families's district as an option and are the only ones paying taxes toward public schools.,False,Medium
2290716,There's a cycle of poverty and a lack of education.,False,
2290717,What do you think is an appropriate solution to solve this issue?,False,
2290718,Thanks for what you do.,False,
2290719,"So the idea that that state taxes should go to public schools and that if you're in a private school, you should still continue to pay tax and those taxes should go to public.",False,Medium
2290720,I don't actually have a huge problem with that.,False,
2290721,"Again, we all have a stake in there being kids going to schools.",False,
2290722,"I would prefer this be done on the most local available level and that instead of paying state taxes, this very often, by the way, is the way that it works.",False,
2290723,It's not all state education dollars.,False,
2290724,Very often it's local education dollars.,False,
2290725,"The more local, the better.",False,
2290726,I have a very high stake in kids in my neighborhood going to school and I'm willing to help subsidize that as a function of my local community.,False,
2290727,"I'm not willing to do that at the national level because frankly, I don't think the federal government is good at running this thing or distributing the money.",False,
2290728,"But yeah, there are obviously things in your local community where you have a stake in it like kids going to your school.",False,
2290729,"And really, it's not about people like me where I'm sending my own kids to school.",False,
2290730,So I'm already paying for schooling.,False,
2290731,"It's about people who don't have kids in school and retirees, right?",False,
2290732,That should really be the question.,False,
2290733,"Are people who don't have kids in school and retirees, should people who don't have kids in school and retirees be subsidizing education?",False,
2290734,The general idea here is the community does have an interest in subsidizing education.,False,
2290735,And I think virtually everybody does believe that.,False,
2290736,Whether that should go to public school or whether it should go to vouchers is a different question.,False,
2290737,I think it should go to vouchers.,False,
2290738,"Zach says, what authors can Zach trust to read about American world presidential history?",False,
2290739,"Some authors like John Meacham, can Zach look at Some authors like John Meacham's Twitter feed to see if Zach can trust Some authors like John Meacham?",False,
2290740,But what is your process for weaning out political lean in history books when it comes to older and deceased authors?,False,
2290741,God bless.,False,
2290742,"So my favorite thing to read on the weekends, I love the Wall Street Journal book review section.",False,
2290743,I love the Wall Street Journal book review section.,False,
2290744,the Wall Street Journal book review section comes every Shabbat and coffee and the Wall Street Journal book review section is like my favorite thing.,False,
2290745,This is like my life's little pleasures.,False,
2290746,And so I tend to read the reviews of the books and see how the books's reviewed in places like Wall Street Journal or the New Criterion.,False,
2290747,"I found reviewers that I trust and then if reviewers that I trust recommend the book, then I usually will give the book a shot.",False,
2290748,And this is where the blurbs actually matter.,False,
2290749,"Now, beware with blurbs.",False,
2290750,"As Dan, when famous people give blurbs to books, that doesn't necessarily mean famous people've read books, which is why you should read a couple of book reviews of the book.",False,
2290751,"Matt says, Matt don't understand all the rules for the Jewish Sabbath.",False,
2290752,"Well, yeah, there are a lot of all the rules for the Jewish Sabbath.",False,
2290753,Matt understand the idea of taking a day to rest.,False,
2290754,Why don't Matt flip a light switch or drive a car?,False,
2290755,How's turning on the lights a violation of the Jewish Sabbath?,False,
2290756,Thank you.,False,
2290757,"Okay, so here we're going to get a little abstruse.",False,
2290758,"Okay, so the way that this works is that the way we define the Jewish Sabbath in Jewish law is we try to figure out what you were not allowed to do in building the tabernacle.",False,
2290759,"Okay, so get ready.",False,
2290760,"In the book of Exodus, there's a long description of what it took to build the tabernacle.",False,
2290761,What we know is that you were not allowed to build the tabernacle.,False,
2290762,You're not allowed to wreck the tabernacle on the Jewish Sabbath.,True,Medium
2290763,"So what that means is that when we were trying to figure out what exactly you can and cannot do on the Jewish Sabbath, what we do is what we do.",False,
2290764,"We look at the so-called 39 malachot, right?",False,
2290765,39 activities.,False,
2290766,And 39 activities are things that you couldn't do in building the tabernacle.,True,Low
2290767,"And so the idea is that you're not allowed to do 39 activities when you are on a normal Sabbath, because that's the way we're learning what you can do and what you can't do when it comes to the Jewish Sabbath.",True,Low
2290768,And the commandment to keep the Jewish Sabbath is given in Exodus or to guard the Jewish Sabbath is given in Exodus.,False,
2290769,And so we're taking the book of Exodus and we're figuring out exactly what that means.,False,
2290770,So those rules include things ranging from digging to kindling a fire.,False,
2290771,So there's a big sort of early 20th century debate about the use of electricity.,False,Low
2290772,Is electricity the equivalent of kindling a fire?,False,
2290773,"Therefore, you're not allowed to actually turn on and off lights.",False,
2290774,"So you can actually preset lights on the Jewish Sabbath, right?",False,
2290775,You set it before the Jewish Sabbath and it goes on and off automatically.,False,
2290776,"You're not actually doing that, right?",False,
2290777,That would be one way of doing it.,False,
2290778,You can leave lights on throughout the Jewish Sabbath.,False,
2290779,You can't flip lights off because that's like putting out a fire.,False,
2290780,You're not allowed to do that on the Jewish Sabbath.,False,
2290781,The other theory with regard to electricity is that you're not allowed to build on the Jewish Sabbath.,False,
2290782,"And there's a piece of abstruse reasoning that says that this is a form of, in Hebrew, it's called bonah, of building.",False,
2290783,"And when you complete a circuit, that is a form of building.",False,
2290784,So that is the reason for that.,False,
2290785,"When it comes to driving a car, you're actively kindling a fire.",False,
2290786,"When you use an internal combustion engine, you're kindling a fire.",False,
2290787,"Now, when it comes to electric cars, you run into the same issues as with the light.",False,
2290788,"Is this the equivalent of either a shreit fire or is it the equivalent of bonah, like building a circuit?",False,
2290789,"Again, Jewish law is an attempt to reify in the world what God wants of you.",False,Low
2290790,And Jewish law gets into really kind of nook and cranny areas of tremendous specificity.,False,
2290791,"And it sounds wild, but the reality is that if you actually think that God cares about what you do, you try to suss out as best you can from the rules that are available to you how exactly to act in your daily life.",False,
2290792,So those are the reasons for that.,False,
2290793,"Mike Palmer says, Mike Palmer watch your show just about every day.",False,
2290794,Mike Palmer appreciate all you do as well as others there at DW.,False,
2290795,Mike Palmer've been hearing the word anti-Semitic a lot in the last three years.,False,
2290796,Mike Palmer've noticed something strange about how the word anti-Semitic's pronounced.,False,
2290797,"Everyone who uses the word anti-Semitic seems to pronounce the word anti-Semitic anti-Semitic, but the word anti-Semitic's clearly anti-Semitic.",False,
2290798,"Mike Palmer've even looked up the actual pronunciation, which is anti-Semitic.",False,
2290799,Mike Palmer've never heard anyone actually pronounce the word anti-Semitic as the word anti-Semitic's spelled.,False,
2290800,"Now, it will bother you.",False,
2290801,Mike Palmer'd be very interested in hearing your thoughts.,False,
2290802,I have no idea.,False,
2290803,I have no idea.,False,
2290804,I got nothing for you.,False,
2290805,I don't know.,False,
2290806,I think the word anti-Semitic is out of date anyway.,False,
2290807,Mike Palmer think we should just use the term Jew hatred.,False,
2290808,So the term Jew hatred's what it is.,False,
2290809,"Matt says, hey, Ben, long time listener.",False,
2290810,Love your show.,False,
2290811,Matt's wife and Matt are expecting My wife and I's first child in the next two weeks.,False,
2290812,Any advice for My wife and I as new parents?,False,
2290813,"Yeah, My wife and I should use, as brand new parents, My wife and I should use the so-called five S's.",False,
2290814,"So that would be like soothing, swaddling.",False,
2290815,This is to calm a crying baby.,False,
2290816,Babies like to cry a lot.,False,
2290817,So this is Harvey Karp.,False,
2290818,"Okay, so here's a quick primer.",False,
2290819,Harvey Karp is a doctor who figured out kind of ways to stop your baby from crying.,False,
2290820,Swaddling.,False,
2290821,Put the baby on the baby's side or the baby's stomach while the baby're awake.,False,
2290822,You can't let a baby sleep on a baby's stomach.,False,
2290823,That creates SIDS risk.,False,
2290824,Shushing the baby.,False,
2290825,"You go to the baby's ear and go, shh.",False,
2290826,And it sounds real weird.,False,
2290827,But the reason you're doing that is that's what it actually sounds like in vitro.,False,
2290828,Swinging the baby.,False,
2290829,That doesn't mean like you grab the baby by the feet.,False,
2290830,So it means that you like swing the baby side to side.,False,
2290831,the baby really like that.,False,
2290832,That's why babies like the baby swings.,False,
2290833,And you give babies like a pacifier.,False,
2290834,That's how you see the baby.,False,
2290835,"And then when the baby get a little bit older, there are all sorts of theories about how to sleep train.",False,
2290836,My wife and I are of the cry it out mentality.,False,
2290837,Which there's some people who will like go in for five minutes and go out.,False,
2290838,"Oh my God, it's going to create lifelong trauma.",False,
2290839,"If you let the baby cry for too long, My wife and I disagree.",False,
2290840,"The way that My wife and I've always done it is when the baby hits an age, usually it's about, I don't know, six months, five months.",False,
2290841,"When the baby's able to sleep train, you just let the baby cry it out.",False,
2290842,And then the baby go to sleep.,False,
2290843,And the baby go to sleep at a regular time.,False,
2290844,Ben's kids have been really great sleepers ever since My kids were very young.,False,
2290845,Specifically because of this.,False,
2290846,"Alrighty, folks.",False,
2290847,So we'll be back here tomorrow with the actual Ben Shapiro show.,False,
2290848,And keep those questions coming.,False,
2290849,Go subscribe at dailywireplus.com.,False,
2290850,Become a member.,False,
2290851,You can send your question.,False,
2290852,"Maybe next week, Ben Shapiro'll be answering your questions.",False,
