utterance_id,utterance_text,CW_claim_count,Not_CW_claim_count,majority_claim
2465972,Lurie've really surprised Lurie by how relaxing Lurie found the interdental brushes.,0,0,
2465973,Aesthetically the task that I was given's been brilliant.,0,0,
2465974,Lurie's teeth have never looked this good.,0,0,
2465975,"People have even commented on how white My teeth are, which has never happened before.",0,0,
2465976,"But it's also really good to know that Lurie am doing something that could prevent dementia, could reduce Lurie's chance of getting heart disease.",0,0,
2465977,So it's definitely a win-win and definitely something that Lurie will continue doing as we go forward.,0,0,
2465978,I'm delighted to hear that Lurie will be sticking with Lurie's new routine.,0,0,
2465979,I've also been paying particular attention to my dental hygiene the week.,0,0,
2465980,"I already regularly flossed and brushed my teeth before the task that I was given, but since Lurie started using those plaque disclosing tablets, I've begun to focus on areas where I obviously hadn't been that thorough.",0,0,
2465981,"I do believe that doing this will not only help me keep my teeth for as long as possible, but also offer health benefits beyond my mouth.",0,0,
2465982,"Floss or use an interdental brush, then apply the electric toothbrush and your gums, your heart and your brain will thank you.",0,0,
2465983,So that's it.,0,0,
2465984,"It's just one thing you can incorporate into your daily routine, which really could benefit your body and life.",0,0,
2465985,"If you want to hear more of the series, why not subscribe on BBC Sounds.",0,0,
2465986,"On the next episode of Just One Thing, lift some weights.",0,0,
2465987,"How building your muscles can boost your brain power, improve your immune system and may even reverse ageing in your cells.",0,0,
2465988,Officials say a case of mass hysteria broke out at a girl's school.,0,0,
2465989,What starts with a case of mass hysteria spreading through a school leads us to consider one of the most profound issues of our time.,0,0,
2465990,Young people are so concerned about the state of the earth and then Young people are labelled as hysterical.,0,0,
2465991,"I'm Matthew Side and in the new season of my BBC Radio 4 podcast, Sideways, I'd like to tell you stories of seeing the world differently and explore the ideas that shape our lives.",0,0,
2465992,From the strange illness and what the strange illness tells us about our collective anxieties to a 100-year riddle which prompts thoughts of mortality.,0,0,
2465993,"Search for my BBC Radio 4 podcast, Sideways on BBC Sounds.",0,0,
2465994,"No matter if you have a tiny head or a big ass or something in between, you don't have to worry about ageing.",0,0,
2465995,TripleTex collects numbers from your account and more calculations are made automatically.,0,0,
2465996,Wow!,0,0,
2465997,So you can deliver tax returns and business information directly from your account.,0,0,
2465998,Try TripleTex for free at www.tripletex.no,0,0,
