utterance_id,utterance_text,CW_claim_count,Not_CW_claim_count,majority_claim
2465204,"You know, there was a couple of really interesting studies looking at this several years ago.",0,0,
2465205,There's a phenomenon called working memory.,0,0,
2465206,working memory is how your mind is constantly thinking about things.,0,0,
2465207,"And if you're under stress, you're not able to take in other information.",0,0,
2465208,You're more forgetful.,0,0,
2465209,You don't sleep as well.,0,0,
2465210,What these researchers found was that expressive writing increased a phenomenon called working memory.,0,0,
2465211,People were now able to think more clearly.,0,0,
2465212,People did better at university in terms of People's grades.,0,0,
2465213,People slept better.,0,0,
2465214,"We know that when somebody is stressed and they're obsessing about things, their heart beats faster, their immune system is suppressed.",0,0,
2465215,"And when a person writes about an upsetting experience, you find certain enhancements in immune activity that the immune system is working more efficiently.",0,0,
2465216,Wow.,0,0,
2465217,Can you tell me what you think the mechanism is?,0,0,
2465218,Did the mechanism lead to measurable changes in the body?,0,0,
2465219,So there have been several studies looking at this.,0,0,
2465220,several studies looking at this do what's called a punch biopsy.,0,0,
2465221,a punch biopsy's a small five millimeter punch in your skin.,0,0,
2465222,And several studies looking at this look and see how long it takes to heal.,0,0,
2465223,And what several studies looking at this do in several studies looking at this is several studies looking at this have people write about emotional upheavals in the days prior to a punch biopsy.,0,0,
2465224,"And with expressive writing, people heal more quickly than if people're writing about superficial topics.",0,0,
2465225,And what's particularly intriguing is several studies looking at this're finding these changes using these ultrasound measures that are markers of healing.,0,0,
2465226,"But several studies looking at this're also finding these changes with these more elegant immune markers, hormones and peptides that are associated with the healing process itself.",0,0,
2465227,How big are several studies looking at this?,0,0,
2465228,"I mean, are several studies looking at this convincing?",0,0,
2465229,Part of it is you have to look at how many studies have been done.,0,0,
2465230,There have been a couple of thousand studies.,0,0,
2465231,"In most of the studies, you find improvements in physical health.",0,0,
2465232,"But the effects are, the effects are modest.",0,0,
2465233,"What's so striking about this is that we're only asking them to write, say, 15 minutes a day for three or four days.",0,0,
2465234,"As an intervention, it's free, it's fast, it's easy.",0,0,
2465235,Does this kind of writing also benefit your social life?,0,0,
2465236,"Yes, this kind of writing does.",0,0,
2465237,"What we found was that people who wrote about this upsetting experience, people who wrote about this upsetting experience's social behaviors changed.",0,0,
2465238,"A month later, people who wrote about this upsetting experience were talking more with others.",0,0,
2465239,people who wrote about this upsetting experience were more socially engaged.,0,0,
2465240,people who wrote about this upsetting experience laughed more.,0,0,
2465241,"One reason that this can be so powerful is that when you write, you get these upsetting experiences out of your mind.",0,0,
2465242,You're now able to connect with other people better.,0,0,
2465243,You're able to listen to other people.,0,0,
2465244,You're able to be a better friend.,0,0,
2465245,Right.,0,0,
2465246,"So if I want to undertake this kind of writing, can you talk me through how I start?",0,0,
2465247,"First of all, I'm not here to sell you a bona fide, copyrighted system.",0,0,
2465248,Experiment and see what works best for you.,0,0,
2465249,Set aside three or four days.,0,0,
2465250,Find 10 or 15 minutes and just sit down and write.,0,0,
2465251,And the only rule I have is to write continuously.,0,0,
2465252,Don't worry about grammar or sentence structure or spelling.,0,0,
2465253,"And in fact, plan to throw it away afterwards.",0,0,
2465254,I discovered a method several years ago that I call finger writing.,0,0,
2465255,Just writing with my finger in the air.,0,0,
2465256,finger writing also works quite well.,0,0,
2465257,"And if after two or three days you find that you're not benefiting from finger writing at all, then stop writing.",0,0,
2465258,Do something else.,0,0,
2465259,"You know, go jogging.",0,0,
2465260,"This is not one true way, but it's a remarkably effective system.",0,0,
2465261,Right.,0,0,
2465262,That's the science.,0,0,
2465263,Time to check in with Julie.,0,0,
2465264,Let's find out if expressive writing is something Julie'll carry on with.,0,0,
2465265,I really enjoyed the three sessions.,0,0,
2465266,Julie did find it was more beneficial to write on an evening before bedtime.,0,0,
2465267,It just felt as though Julie was able to just clear Julie's mind and Julie's thoughts.,0,0,
2465268,"And Julie did actually have an uninterrupted sleep that evening, which was great.",0,0,
2465269,"Julie really enjoyed the part where Julie was able to just spend some time by Julie and download Julie's thoughts and feelings and just create some space, really.",0,0,
2465270,Julie've actually signed up for a creative writing course.,0,0,
2465271,"So yeah, really enjoyed it",0,0,
2465272,"So yeah, really enjoyed expressive writing and Julie will be taking expressive writing forward.",0,0,
2465273,I am really glad to hear that Julie has got so much out of Julie's writing.,0,0,
2465274,And I've been doing it all week,0,0,
2465275,And I've been doing expressive writing all week and I do think expressive writing's made a difference.,0,0,
2465276,Perhaps helped Julie's sleep a bit.,0,0,
2465277,Today I'm trying Professor Pennebaker's finger writing method.,0,0,
2465278,I've decided to come to my local woods and I'm here to wave my finger in the air.,0,0,
2465279,It's always nice to have an excuse to come outside.,0,0,
2465280,"If you haven't heard it yet, check out our Green Spaces episode from Series 1 on BBC Sounds.",0,0,
2465281,"I do think taking up something like expressive writing can be really worth it, especially if you're a bit anxious and you don't need a computer or pen to do expressive writing and your relationships, your brain and your immune system could benefit.",0,0,
2465282,So that's it.,0,0,
2465283,"expressive writing's just one thing you can incorporate into your daily routine, which really could benefit your body and life.",0,0,
2465284,"If you want to hear more of the series, why not subscribe on BBC Sounds?",0,0,
2465285,I'm Ella Ashramahi.,0,0,
2465286,"I'm an explorer, stand-up comic and paleoanthropologist.",0,0,
2465287,"And I want to tell you about my new podcast, Why Do We Do That?",0,0,
2465288,An Anthropologist's Guide to the Modern World from BBC Radio 4.,0,0,
2465289,"In each episode, I'll be trying to work out why we do the things we do.",0,0,
2465290,From uncovering the unconscious reason we shake hands.,0,0,
2465291,There is a lot of information lying inside our body odour.,0,0,
2465292,To asking why we do things that are bad for us.,0,0,
2465293,"If we weren't programmed to be more risk-tolerant, the species wouldn't have survived.",0,0,
2465294,And delving into the surprising science of kissing.,0,0,
2465295,I would never be short of willing subjects to participate in my research.,0,0,
2465296,"So if you want to find out why do we do that, head to BBC Sounds to subscribe.",0,0,
2465297,"Hi, listen to me.",0,0,
2465298,"With the calculator app, TripleTex, calculations become less difficult.",0,0,
2465299,Your homework becomes less difficult.,0,0,
2465300,"And for some, life becomes less difficult.",0,0,
2465301,"Have you forgotten to submit an essay, for example?",0,0,
2465302,"With the calculator app, TripleTex, you can take a picture of the quotation and send the quotation in, now!",0,0,
2465303,At the same time as you do it on the podcast!,0,0,
2465304,Do it now!,0,0,
2465305,"the calculator app, TripleTex, you can try for free at www.tripletex.no Slash free.",0,0,
2465306,"the calculator app, TripleTex, you can try for free at www.tripletex.no Slash free. www.tripletex.com",0,0,
