utterance_id,utterance_text,is_check_worthy_claim,relevance_level
2465563,How are Michael?,FALSE,
2465564,"Very good, thanks.",FALSE,
2465565,"Now, Michael can understand why nuts are good for Michael's diet, but tell Michael why nuts are good for Michael's brain.",FALSE,
2465566,nuts are good for our cognitive function.,TRUE,Medium
2465567,So this was based on a study that we published recently in 2021.,FALSE,
2465568,We compared the nut intake and cognitive function of over 1800 older adults in America.,FALSE,
2465569,"We found that older adults who consume nuts, about 15 to 30 grams per day, perform significantly better in terms of older adults who consume nuts, about 15 to 30 grams per day's short-term memory, fluency, processing speed, and also attention.",TRUE,High
2465570,"Right, and 15 to 30 grams, 15 to 30 grams was enough to produce these changes in older adults who consume nuts, about 15 to 30 grams per day's cognitive skills.",FALSE,
2465571,Why do an expert think that nuts are good for the brain?,FALSE,
2465572,"In one study, they found that including nuts into the diet can actually improve the brain reactivity.",TRUE,Medium
2465573,"They also found that the small blood vessels in the brain actually have higher elasticity, so meaning that there's better blood flow into the brain, potentially explaining the benefits.",TRUE,Medium
2465574,And are some types of nuts better than others?,FALSE,
2465575,"In terms of nuts, they all have very similar kind of nutrient profile.",FALSE,
2465576,"So they are all high in protein, they are all high in unsaturated fats, which are healthy.",TRUE,Medium
2465577,"For example, if we are talking about cardiovascular health, we see the benefits coming from almonds, we see the benefits coming from peanuts, we see the benefits coming from walnuts and other nuts as well.",TRUE,Medium
2465578,So there's no reason to believe that one nut is better than another.,FALSE,
2465579,"Right, that's interesting because Michael always thought that peanuts were an almost inferior type of nut.",FALSE,
2465580,"Now, one of the ideas that has been around for a long time is that eating nuts is likely to help you put on weight because nuts're so full of fat and protein, and yet Dr Ziyan Tan from the School of Exercise and Nutrition Sciences at Deakin University in Australia's research suggests that's not the case.",FALSE,
2465581,That is correct.,FALSE,
2465582,"If we look at the body of research out there, the body of evidence, they the body of research out there, the body of evidence seem to suggest consistently that including nuts into the diet doesn't really have much effect on your body weight.",FALSE,
2465583,"In fact, those with higher nut intake tend to have lower body weight or lower body fat.",TRUE,High
2465584,"So many, many studies have repeatedly shown that incorporating nuts into the diet doesn't make you gain weight.",TRUE,High
2465585,So why might that be?,FALSE,
2465586,There are a number of potential explanations for that phenomenon.,FALSE,
2465587,We don't absorb all the fat or all the energy from nuts when we consume nuts.,TRUE,Medium
2465588,That's the first reason.,FALSE,
2465589,"The second reason is that when we eat nuts, we feel fuller and consequently we adjust our diet in the next meal.",TRUE,Medium
2465590,The third reason being there are some studies showing that nut consumption can actually increase how energy is burned in the body when we consume nuts.,TRUE,Medium
2465591,Nuts must be one of the tougher foods that modern humans eat.,FALSE,
2465592,"So Michael'm assuming there's something about the structure, which means we don't actually absorb quite as much of the fat that's in the nut while at the same time getting all those benefits that come with the fibre.",FALSE,
2465593,"So if we look at the structure of nuts under the microscope, we would see something like boxes.",FALSE,
2465594,So imagine if you have thousands of shoe boxes put together and within each box you have fat inside.,FALSE,
2465595,"So in order to access the fat in thousands of shoe boxes put together, we would have to go in and break thousands of shoe boxes put together.",FALSE,
2465596,"When we chew the nuts, we break thousands of shoe boxes put together, we release the fat in those shoe boxes.",FALSE,
2465597,"But in the process, not all boxes are being broken.",FALSE,
2465598,"Hence, there's still about 20% of fat left in thousands of shoe boxes put together that are not accessible by the body.",FALSE,
2465599,Right.,FALSE,
2465600,"Now, Michael have been using nuts as a snack.",FALSE,
2465601,"Rather than reach for a chocolate bar, Michael tend to eat a small handful of nuts.",FALSE,
2465602,"Dr Ziyan Tan from the School of Exercise and Nutrition Sciences at Deakin University in Australia have tried to go for sort of unsalted, healthy nuts, if you like.",FALSE,
2465603,"Michael have to say, Michael found salted nuts more addictive.",FALSE,
2465604,"So probably the challenge with nuts is stopping, isn't the challenge with nuts?",FALSE,
2465605,"Small handful, fine.",FALSE,
2465606,"Large bowlful, not fine.",FALSE,
2465607,That's correct.,FALSE,
2465608,"So even though we do see a lot of benefits coming from nuts, we don't recommend people to go nuts about eating nuts.",FALSE,
2465609,We do want people to maintain at a level of about 15 to 30 grams per day.,FALSE,
2465610,The one thing that Dr Ziyan Tan from the School of Exercise and Nutrition Sciences at Deakin University in Australia can say on a level of about 15 to 30 grams per day is that a lot of the beneficial compounds are found on the skin of the nuts.,TRUE,Low
2465611,"So when you prepare your nuts, whether it's in cooking or in baking or consuming your nuts on its own, make sure that you consume the skin of the nuts together with the nuts in order to get all the nutrients, all the beneficial compounds coming from nuts.",TRUE,Low
2465612,So that's the science.,FALSE,
2465613,Now let's check in one more time with Emma to see if Emma's enjoyed Emma's nutty week.,FALSE,
2465614,"So it's the end of Emma's nut challenge week and Emma've really enjoyed her nutty week, actually.",FALSE,
2465615,"Emma've had them in the morning with some yogurt, which was lovely.",FALSE,
2465616,Emma think it did help regulate Emma's mealtimes a bit better.,FALSE,
2465617,Emma've definitely found Emma'm eating less chocolate.,FALSE,
2465618,Emma think Emma's energy levels have improved.,FALSE,
2465619,"Emma'm not crushing so much during the day, which is great.",FALSE,
2465620,"So yes, Emma'm going to try and continue.",FALSE,
2465621,I am pleased to hear that Emma has gone nuts for nuts.,FALSE,
2465622,"And as promised, I've been doing the challenge all week too.",FALSE,
2465623,"I have been snacking on nuts quite a bit, as well as incorporating more nuts into my meals.",FALSE,
2465624,So today I'm making an apple hazelnut salad.,FALSE,
2465625,"As you can hear, I've been slicing the apples and I've got a packet of hazelnuts here.",FALSE,
2465626,I'm just going to sort of scatter a packet of hazelnuts around a bit and grab a few as well.,FALSE,
2465627,Nibbling on nuts has really given me a boost.,FALSE,
2465628,It's also helped Emma stay away from those mid-afternoon biscuits.,FALSE,
2465629,I am definitely going to be sticking to a nuttier diet.,FALSE,
2465630,So why don't you give a nuttier diet a go as well?,FALSE,
2465631,"Your brain, heart and even your waistline might thank you for a nuttier diet.",FALSE,
2465632,So that's it.,FALSE,
2465633,"a nuttier diet's just one thing you can incorporate into your daily routine, which really could benefit your body and life.",FALSE,
2465634,"On the next episode of Just One Thing, cook with turmeric.",FALSE,
2465635,"How this golden hued powder might boost your brain, reduce pain and improve your mood.",FALSE,
2465636,"Hello, I'm Brian Cox and we are back for season 26 of the Infinite Monkey Cage.",FALSE,
2465637,"And we begin, where do we begin, Robin?",FALSE,
2465638,"We start in a galaxy far, far away and a long time ago.",FALSE,
2465639,So it's Australia.,FALSE,
2465640,"Oh, OK.",FALSE,
2465641,Australia then.,FALSE,
2465642,"We start, it felt like a galaxy to me, but we were in Australia where we talked about, well, spiders.",FALSE,
2465643,You were scared of spiders.,FALSE,
2465644,"Robin wasn't actually scared, but you'll hear many trailers for this thing where they say, I wasn't scared of spiders.",FALSE,
2465645,"We also did astronomy actually in Australia, which is fantastic.",FALSE,
2465646,"And then we came back to the UK and we had guests like Ross Noble, Susan Calliman, Russell Kane, Ed Byrne, Joe Brand, Sally Gunnell.",FALSE,
2465647,"Yeah, Anna Fry, Sue Black, Randa Munro.",FALSE,
2465648,"And we found out, amongst other things, how to commit the perfect murder, which still hasn't really worked for Emma because Emma'm still so upset at him.",FALSE,
2465649,Listen on BBC Sam's.,FALSE,
2465650,What a great platform.,FALSE,
2465651,"BBC Sam's is wonderful, isn't BBC Sam's?",FALSE,
2465652,That you can wage in the Infinite Monkey Cage.,FALSE,
2465653,Direkta.,FALSE,
2465654,Vereinskapsprogrammer.,FALSE,
2465655,Prüft TripleTex gratis.,FALSE,
2465656,Po tripletex.no slash gratis.,FALSE,
