utterance_id,utterance_text,CW_claim_count,Not_CW_claim_count,majority_claim
2434751,"When I bring this topic up, as I like to do, I always point folks to your reporting and all the work that you've done in this area.",0,0,
2434752,I get the pushback.,0,0,
2434753,"Well, if there is intelligent life, there are such a thing as aliens among us visiting Earth.",0,0,
2434754,What would aliens among us visiting Earth possibly what would an advanced intelligence possibly want with us?,0,0,
2434755,"Yeah, that's a good question.",0,0,
2434756,"You know, John Mack, the Harvard psychiatrist who is the subject of the book I wrote when John Mack, the Harvard psychiatrist who is the subject of the book I wrote was asked this question in different ways, John Mack, the Harvard psychiatrist who is the subject of the book I wrote had a good answer.",0,0,
2434757,"John Mack, the Harvard psychiatrist who is the subject of the book I wrote said, you know, John Mack, the Harvard psychiatrist who is the subject of the book I wrote'm a human psychiatrist.",0,0,
2434758,"John Mack, the Harvard psychiatrist who is the subject of the book I wrote'm not an alien psychiatrist.",0,0,
2434759,"John Mack, the Harvard psychiatrist who is the subject of the book I wrote cannot figure out UFOs's motivations, you know, what UFOs might be thinking or why UFOs you know, why did UFOs appear in this famous episode we can talk about in Zimbabwe in 1995?",0,0,
2434760,"There was some kind of a landing, according to 60 school kids who saw this famous episode we can talk about in Zimbabwe in 1995.",0,0,
2434761,But no adults saw this famous episode we can talk about in Zimbabwe in 1995 at the time.,0,0,
2434762,"So people kept saying, well, how come no adults saw this famous episode we can talk about in Zimbabwe in 1995?",0,0,
2434763,"You know, 60 school kids who saw it saw this craft land and two beings as 60 school kids who saw it described it later.",0,0,
2434764,And 60 school kids who saw it drew pictures and 60 school kids who saw it sort of agreed.,0,0,
2434765,"I mean, not exactly.",0,0,
2434766,"It wasn't a story that they 60 school kids who saw it subscribed to, but 60 school kids who saw it told us similar accounts.",0,0,
2434767,And 60 school kids who saw it were very innocent kids.,0,0,
2434768,60 school kids who saw it weren't conniving together to make up a story.,0,0,
2434769,"And when 60 school kids who saw it went to John Mack, the Harvard psychiatrist who is the subject of the book I wrote and said, well, how come no adults, you know, These things picked the one time when 60 school kids who saw it were at recess and no adults were present?",0,0,
2434770,"You know, how do you explain that?",0,0,
2434771,"And John Mack, the Harvard psychiatrist who is the subject of the book I wrote said, look, John Mack, the Harvard psychiatrist who is the subject of the book I wrote'm not an alien psychiatrist.",0,0,
2434772,"You know, John Mack, the Harvard psychiatrist who is the subject of the book I wrote can't John Mack, the Harvard psychiatrist who is the subject of the book I wrote can't explain these things.",0,0,
2434773,It's just what 60 school kids who saw it reported.,0,0,
2434774,"So what these things want from us, if these things're so if there's technology so superior, are we are these things curious the way we are curious about animals, you know, inferior forms of life that these things would like to study?",0,0,
2434775,Who knows?,0,0,
2434776,"But as I said, the important thing is that these UAPs, UFOs forget about aliens because we don't know about aliens, but the objects these UAPs, UFOs are real.",0,0,
2434777,So there are things in the atmosphere that seem to be under intelligent control that we cannot explain that much.,0,0,
2434778,We now think we know.,0,0,
2434779,"So, you know, why these UAPs, UFOs do it this way, why these UAPs, UFOs're here, all good questions.",0,0,
2434780,"And how likely is it that it could be China, Russia or any or Israel or any other country?",0,0,
2434781,"Yeah, very unlike I mean, to the point of impossible.",0,0,
2434782,"I mean, again, based on the look, I mean, there are drones around.",0,0,
2434783,"We know that there's some very sophisticated technology flying around the balloon episode that we recently, you know, were privy to China called Weather Balloon, Surveillance Balloon, whatever it was, floating into our atmosphere territory.",0,0,
2434784,"So there is some sophisticated technology out there, that's for sure.",0,0,
2434785,"But that doesn't explain the kind of things that pilots like Dave Fravor, a very highly decorated Navy pilot and Alex Dietrich, Dave Fravor, a very highly decorated Navy pilot's wing person.",0,0,
2434786,"But pilots like Dave Fravor, a very highly decorated Navy pilot and Alex Dietrich, his wing person encountered these things and pilots like Dave Fravor, a very highly decorated Navy pilot and Alex Dietrich, his wing person are the most pilots like Dave Fravor, a very highly decorated Navy pilot and Alex Dietrich, his wing person were the most sophisticated, you know, technologically gifted observers we have in this country.",0,0,
2434787,"The subject, you know, the recipient of millions of dollars of training and and expertise.",0,0,
2434788,"And pilots like Dave Fravor, a very highly decorated Navy pilot and Alex Dietrich, his wing person saw these things, pilots like Dave Fravor, a very highly decorated Navy pilot and Alex Dietrich, his wing person called these things.",0,0,
2434789,"And that didn't did not seem possible that these objects could be Chinese technology or Russian or Iranian or Israeli, just not possible, given what we know of the the physics and the ability we have or we understand to the way objects move.",0,0,
2434790,It just does not seem possible.,0,0,
2434791,"So that's why the experts that we've talked to at The New York Times, that The New York Times has talked to in the Pentagon and, you know, for our reporting have all said that it is unlikely to the point of impossibility that at least all these things can be explained by earthly adversaries.",0,0,
2434792,Because at least all these things tend to defy the laws of physics as we know the laws of physics as we know them.,0,0,
2434793,As we as we understand physics.,0,0,
2434794,Right.,0,0,
2434795,"I mean, physicists will tell you you can't defy the laws of physics as we know them.",0,0,
2434796,"You know, the laws of physics are the natural laws.",0,0,
2434797,"But it's as we understand the laws of physics, physics, you know, laws.",0,0,
2434798,"I mean, before Einstein, we thought physics took certain forms.",0,0,
2434799,"After Einstein, we realized that physics took other forms.",0,0,
2434800,So we may not just understand all the possibilities.,0,0,
2434801,"You'd have to be a moron to think we understand everything there is to know about physics right now, that there's nothing left to find out.",0,0,
2434802,"No, no serious person will tell you that.",0,0,
2434803,"There's a lot we still don't understand, a huge amount, obviously.",0,0,
2434804,"So there may be things that could explain the movements, you know, the operations of these objects.",0,0,
2434805,"But we don't understand things that could explain the movements, you know, the operations of these objects yet.",0,0,
2434806,It's certainly a Galileo moment that challenges the conventional thinking and deals with all sorts of skepticism out there.,0,0,
2434807,Absolutely.,0,0,
2434808,"One explanation I heard from a researcher at the Pentagon or had been at the Pentagon for some time, one theory is that the intelligent life form driving these extraordinary machines, crafts, whatever you want to call these extraordinary machines, crafts, whatever you want to call them, one of the reasons why these extraordinary machines, crafts, whatever you want to call them want nothing to do with us, it's the same sort of question.",0,0,
2434809,"If you were to go back in time and suddenly find yourself among a bunch of, I would say, like Templar knights during the Crusades or people are being burned alive and just the savagery of human beings, basically, that the intelligent life form driving these extraordinary machines, crafts, whatever you want to call them is just so advanced compared to us that the intelligent life form driving these extraordinary machines, crafts, whatever you want to call them don't really want to mess with us.",0,0,
2434810,"So, you know, like you use the animal reference, but it's also a time traveler not wanting to spook the people of the Middle Ages at risk of, you know, being harmed, being burned at the stake or whatever.",0,0,
2434811,"And also a researcher at the Pentagon or had been at the Pentagon for some time touched on the fact, saying that there's a lot of interest around water with these objects.",0,0,
2434812,There's a lot of sightings around water.,0,0,
2434813,There tends to be some of these objects.,0,0,
2434814,And that there's a theory that maybe Earth is just a far flung fueling station for the aliens to go to other places.,0,0,
2434815,"Yeah, there was a lot in that question, Andrea.",0,0,
2434816,"Well, this is like a therapeutic conversation for me.",0,0,
2434817,I can finally talk to somebody.,0,0,
2434818,"You know, you say, well, the aliens want nothing to do with us.",0,0,
2434819,"And yet they, whatever the aliens, whoever the aliens are, are here.",0,0,
2434820,"You know, I mean, they're all over the place.",0,0,
2434821,"They've been sighted in every country on Earth, just about every continent to all kinds of people for a very long time.",0,0,
2434822,"So if the intelligent life form driving these extraordinary machines, crafts, whatever you want to call them don't want anything to do with us, why don't the intelligent life form driving these extraordinary machines, crafts, whatever you want to call them just stay away from Earth?",0,0,
2434823,"But there's something that that draws these things, you know, to to our area of the of the galaxy of the universe.",0,0,
2434824,"So, you know, why they're here, I mean, that's a good question.",0,0,
2434825,"these objects certainly have not gone out of these objects's way to announce these objects or Andrea shouldn't say that these objects have announced these objects, but these objects haven't made these objects transparent or clear what what these objects want, whatever it is these objects haven't, you know, introduced these objects to our leaders as far as we know, although there's a lot of stories out there about, you know, strange collaborations with American government, which, you know, you can find on the Internet.",0,0,
2434826,We can we can try to unpack that.,0,0,
2434827,There's certainly no evidence of that.,0,0,
2434828,There's just stories.,0,0,
2434829,"But anyway, you know, that's really one of the mysteries.",0,0,
2434830,"Why, if these objects don't want anything to do with us, why are these objects here?",0,0,
2434831,"What do these things want if these things're so advanced that these things can, you know, master this kind of technology?",0,0,
2434832,What do these objects want with us?,0,0,
2434833,Maybe there's something missing from these things that these things're looking for in us.,0,0,
2434834,"Well, did John Mackett close to answering that?",0,0,
2434835,John Mackett didn't get close.,0,0,
2434836,John Mackett raised a lot of good questions.,0,0,
2434837,What John Mackett what John Mackett did is John Mackett compiled a lot of data from people who consulted John Mackett.,0,0,
2434838,I don't even want to call people who consulted him patients because there was nothing wrong with people who consulted him.,0,0,
2434839,"OK, but hundreds of people told hundreds of people's stories to John Mackett about encounters that hundreds of people believed hundreds of people had and not only believed, but that hundreds of people that in some cases third parties confirmed hundreds of people had with these beings, whatever you want to call these objects.",0,0,
2434840,So John Mackett compiled a lot of data.,0,0,
2434841,John Mackett never figured a lot of data out.,0,0,
2434842,"And all John Mackett did was provide a kind of a good database of experiences that people recounted to John Mackett, you know, both consciously and sometimes under deep, you know, under relaxation techniques.",0,0,
2434843,John Mackett wasn't a big fan of hypnosis like like Bud Hopkins and other people.,0,0,
2434844,"But anyway, John Mackett got all these accounts and all these accounts were very, very similar accounts.",0,0,
2434845,"all these accounts were not similar to the point that, you know, everybody was telling one story that they kind of agreed on.",0,0,
2434846,But there was a similarity to all these accounts that convinced John Mackett that they had all experienced something that could not be explained.,0,0,
2434847,"But in the end, again, you know, you got to come away from this phenomenon with great humility.",0,0,
2434848,this phenomenon remains unexplained.,0,0,
