check_worthy_claim,evidence_snippet,article_url,is_unresolved_coref,stance
Eating nuts has even been linked to a longer life.,"Hungry? Grab a handful of nuts. Not only are they packed with protein, but it turns out they may be the food for longevity. At least, that’s the conclusion of the largest study to date looking at the relationship between eating nuts and longer lives. Nuts are high in unsaturated fats, protein and vitamins, as well as antioxidants that are thought to be linked to a lower risk of heart disease. Nut eaters also tended to be leaner, more physically active, and non smokers. Prior studies found similar connections between nuts and longer life, but the large size of this study gives the association more support. How many nuts does it take to extend lifespan? How many nuts does it take to extend lifespan? That’s not clear, and the scientists say that the findings don’t imply any cause and effect relationship between nuts and later death, but the correlation is worth investigating further. Nuts are part of the balanced diet that public health officials recently outlined in the Dietary Guidelines for Americans — the government group advised that adults eat about five to six ounce of protein (which could include nuts) a day.",https://healthland.time.com/2013/11/20/eat-nuts-live-longer/,False,
Eating nuts has even been linked to a longer life.,"An earlier population study from 2015 found that eating nuts was linked to lower levels of diabetes, whereas peanut butter wasn't. You might",https://www.bbc.com/future/article/20210225-are-nut-butters-bad-for-your-health,False,
Eating nuts has even been linked to a longer life.,"It almost sounds too easy for people who are able to safely eat nuts - consume a handful and potentially live a longer life. ... According to nut expert and Accredited Practising Dietitian, Belinda Neville, a 30 g handful of nuts eaten safely every day, signifies an opportunity to live a longer life. When you look at a collection of crunchy fresh nuts in hand, what do you see? According to nut expert and Accredited Practising Dietitian, Belinda Neville, a 30 g handful of nuts eaten safely every day, signifies an opportunity to live a longer life. Neville explains why citing current research suggesting that regular nut consumption could protect you from a number of major illnesses and lower your risk of early death. The study also linked eating a handful of nuts regularly to a reduced risk of cardiovascular disease (CVD), total cancer and mortality from respiratory disease, diabetes, and infections. The review found that people who ate 28 g (about a handful) of nuts a day had a 22 per cent reduced risk of dying early, compared with people who almost never ate nuts.",https://www.sbs.com.au/food/article/2021/05/06/can-eating-nuts-help-you-live-long-life,False,
Eating nuts has even been linked to a longer life.,"Nuts For Longevity: Daily Handful Is Linked To Longer Life : The Salt Men and women who were regularly munching on peanuts or tree nuts in their 30s and 40s were significantly more likely to reach their 70s, a study found. Researchers say they aren't sure why nuts promote longevity, but they think it has to do with how they affect metabolism and satiety. Of course, this study does not prove a cause and effect between eating nuts and living longer. The design of this type of long-term, observational study only enables researchers to establish an association — a link. Going forward, researchers want to try to better understand what might explain this link. They want to know more about how the combination of beneficial plant compounds and minerals — such as magnesium, fiber and protein — found in nuts may be influencing the body. With all the good news about nuts in the news, experts who track food trends say more Americans are eating them.",https://www.npr.org/sections/thesalt/2013/11/21/246549388/nuts-for-longevity-daily-handful-is-linked-to-longer-life,False,
Eating nuts has even been linked to a longer life.,"Peanuts and tree nuts showed similar effect The team also found that the reduced risk of death was similar for both nuts that grow on trees, such as cashews and Brazils, and peanuts, which grow under the ground. Other types of tree nut include almonds, hazelnuts, macadamias, pecans, pine nuts, pistachios and walnuts. Share on Pinterest Researchers have found that eating a handful of nuts a day could result in a longer lifespan, and may even reduce the risk of death from heart disease and cancer . However, the data did not allow them to see whether this was also true for links to protection against certain causes of death. Previous studies have already shown links between eating nuts and lower risk for many diseases, including heart disease, type 2 diabetes, gallstones, colon cancer and diverticulitis. Eating lots of nuts has also been associated with lower cholesterol, reductions in inflammation, oxidative stress, body fat and insulin resistance. And while some small studies have linked higher nut consumption to lower death from all causes in certain populations, none has examined the effect in a large population in such detail over a long time.",https://www.medicalnewstoday.com/articles/269206,False,
nuts give you lots of good fats and we'll discuss some surprising new research on how nuts can trim your waistline and even boost your brainpower.,"However, these fats are healthy fats and are actually good for managing your weight. Combined with the protein and fibre found in nuts, these fats can help to switch on satiety hormones in your gut, which keep you feeling fuller for longer and assist in controlling your appetite. Combined with the protein and fibre found in nuts, these fats can help to switch on satiety hormones in your gut, which keep you feeling fuller for longer and assist in controlling your appetite. Key takeout: Nuts are the perfect go-to snack to maintain a healthier weight range, for the short and long-term. There’s 20 years of scientific research to show nuts don’t lead to weight gain. In fact, regularly eating nuts can actually help keep your weight in check. When it comes to nut myths, this is a big one. It first came about because nuts are high in fats and therefore kilojoules.",https://www.nutsforlife.com.au/nuts-make-you-fat-and-other-nut-myths-busted/,False,
nuts give you lots of good fats and we'll discuss some surprising new research on how nuts can trim your waistline and even boost your brainpower.,"Yet for years, as several experts noted in the British Journal of Nutrition, nuts were largely ignored or even cautioned against. They attribute this to nuts’ high fat levels and caloric density. If you’re counting calories, nuts are costly. Even a small handful generally contains upwards of 150 or 200 calories. Ironically, though, it’s their calorie-packed fat that seems to be part of why they’re so healthy. If you’re counting calories, nuts are costly. Even a small handful generally contains upwards of 150 or 200 calories. Ironically, though, it’s their calorie-packed fat that seems to be part of why they’re so healthy. You also may have heard of so-called “good fats.” These are the poly- and monounsaturated fats, which stand in stark contrast to saturated fats (and trans fats, the worst of them all, which are now largely banned from food production). So, they are more likely to have money for other healthy, expensive foods, too.). But even after controlling for other factors, eating more nuts seems to have a protective effect. Yet for years, as several experts noted in the British Journal of Nutrition, nuts were largely ignored or even cautioned against. They attribute this to nuts’ high fat levels and caloric density.",https://www.popsci.com/nuts-fats-health-benefits/,False,
nuts give you lots of good fats and we'll discuss some surprising new research on how nuts can trim your waistline and even boost your brainpower.,"Nuts and seeds are good sources of protein, healthy fats, fibres, vitamins and minerals. Nuts and seeds regulate body weight as their fats are not fully absorbed and they regulate food intake. Nuts and seeds contain unsaturated fats and other nutrients that provide protective effects against heart disease and diabetes. Nuts and seeds contain unsaturated fats and other nutrients that provide protective effects against heart disease and diabetes. The Australian Dietary Guidelines recommend a nut intake of 30 grams on most days of the week as part of a healthy diet for adults. Due to the nutrient dense characteristics of nuts and seeds, they are known to provide several health benefits, such as: ... Although nuts and seeds are high in energy and fats, eating nuts is not connected with weight gain. In fact, based on large population studies, higher nut intake has been associated with lower body weight.",https://www.betterhealth.vic.gov.au/health/healthyliving/nuts-and-seeds/,False,
nuts give you lots of good fats and we'll discuss some surprising new research on how nuts can trim your waistline and even boost your brainpower.,"Full of healthful phytochemicals, which have been linked to the prevention of heart disease. A 1-ounce serving of nuts contains between 160 and 200 calories, of which 80% to 90% is composed of fat. So, yes, nuts are high in fat. But that’s not a reason to write them off. You may have heard people say they’re high in fat. Or that because of the risk of nut allergies, they should be avoided. The latest scientific evidence says otherwise. Nuts are an important part of a heart-healthy diet. But research shows that only about one-third of Americans are eating them. As the fat tends to separate on the store shelf, Peart recommends giving natural peanut butter a quick stir when you get it home, and then store it upside down in the fridge. And, as with nuts, peanut butter should be enjoyed in moderation — a serving is 2 tablespoons. Peanuts make a great topping for healthy snacks, like on nonfat frozen yogurt and spread on celery sticks.",https://health.clevelandclinic.org/benefits-of-nuts,False,
nuts give you lots of good fats and we'll discuss some surprising new research on how nuts can trim your waistline and even boost your brainpower.,"First an outline of the unique nutrient content of nuts is necessary in order to better understand their health effects. Nuts are clearly nutrient dense foods. With the exception of chestnuts, which contain little fat, nuts have a high total fat content, ranging from 46% in cashews and pistachios to 76% in macadamia nuts, and they provide 20 to 30 kJ/g (Table 1). Thus, nuts are one of the natural plant foods richest in fat after vegetable oils. Nuts (tree nuts and peanuts) are nutrient dense foods with complex matrices rich in unsaturated fatty and other bioactive compounds: high-quality vegetable protein, fiber, minerals, tocopherols, phytosterols, and phenolic compounds. By virtue of their unique composition, nuts are likely to beneficially impact health outcomes. The first clinical trial using nuts was the Loma Linda University walnut study, published in 1993 [2]. In this landmark study, a cholesterol-lowering diet that provided 20% of energy from walnuts and 31% of energy from fat, of which 6% came from SFA and 16% from PUFA, was compared to a standard Step-I diet that provided 30% of energy from fat, of which 10% was from SFA and 10% from PUFA. Total cholesterol and LDL cholesterol decreased significantly by 12% and 18%, respectively in the healthy subjects studied. Since then, over 40 clinical studies have been conducted assessing the effects of nut-enriched diets versus isoenergetic, usually healthy comparator diets, on serum lipids and lipoproteins, as reviewed up to December 2004 in a pooled analysis of 25 intervention trials using different nut types [69] and through May 2008 in a meta-analysis of 13 feeding studies with walnuts [70].",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3257681/,False,
"The nutty thing, botanically speaking, is that most of the nuts we like to eat aren't actually nuts, which are defined as a dry fruit with a single seed encased in a hard shell.","A nut in botany is a simple dry fruit with one seed (rarely two) in which the ovary wall becomes very hard (stony or woody) at maturity. The seed remains unattached or unfused with the ovary wall. (A caryopsis, typical of grains like wheat, rice, and corn, is a type of simple dry fruit that is indehiscent, but the pericarp is fused with the thin seed coat.) Most nuts come from pistils with inferior ovaries and all are indehiscent (not opening at maturity). By either definition, nuts advance a plant's individual purpose of reproduction, while also providing a larger value for the ecosystem and for humans. Ecologically, they are a significant food source for wildlife. For humans, many nuts are edible and considered a good nutritional and energy source, whether used in cooking, eaten, raw, roasted, or press for oil. ... A fruit, in a botanical sense, is the ripened ovary—together with seeds—of a flowering plant. A nut in cuisine is a much less restrictive category than a nut in botany, as the term is applied (or misapplied, depending upon the viewpoint) to many seeds that are not true nuts or to any hard fruit. Any large, oily kernel found within a shell and used in food may be regarded as a nut.",https://www.newworldencyclopedia.org/entry/Nut,False,
"The nutty thing, botanically speaking, is that most of the nuts we like to eat aren't actually nuts, which are defined as a dry fruit with a single seed encased in a hard shell.","For starters: What is a nut, anyway? Let's start with the definition. Botanically speaking, a true nut is a hard-shelled pod that contains both the seed and fruit of the plant where the fruit does not open and release the seed once it fully ripens. A nut in cuisine, also known as a culinary nut, is much more loosely defined than a botanical nut. A nut in cuisine, also known as a culinary nut, is much more loosely defined than a botanical nut. The term culinary nuts are applied to many seeds that are not true botanical nuts. Culinary nuts may be fruits, seeds or in some cases actual botanical nuts. While they are technically different from one another, their appearance and culinary role is often very closely aligned. Some have a technical name such as a ""drupe"", while others are considered seeds. Whether you're snacking on nuts or drupes, their flavors can definitely be improved by a quick roast in the oven, or a light dry toast in a heavy bottom skillet (like cast iron). A botanical nut is a fruit composed of a hard shell and a seed, which is generally edible.",https://spicesinc.com/blogs/are-you-nuts,False,
"The nutty thing, botanically speaking, is that most of the nuts we like to eat aren't actually nuts, which are defined as a dry fruit with a single seed encased in a hard shell.","In botany terms, nuts are strictly a particular kind of dry fruit that has a single seed, a hard shell, and a protective husk. Chestnuts, hazelnuts, pecans and walnuts fit the true definition of a nut. Peanuts and almonds do not meet the botanical definition of a true nut. They are usually enclosed in a leathery or solid outer layer. In botany terms, nuts are strictly a particular kind of dry fruit that has a single seed, a hard shell, and a protective husk. Chestnuts, hazelnuts, pecans and walnuts fit the true definition of a nut. Chestnuts, hazelnuts, pecans and walnuts fit the true definition of a nut. Peanuts and almonds do not meet the botanical definition of a true nut. Peanuts are actually legumes and a fleshy coat like a plum surrounds almonds. Whether they are true “nuts” or not, people throughout the world enjoy these fruits.",https://www.fs.usda.gov/wildflowers/ethnobotany/food/nuts.shtml,False,
"The nutty thing, botanically speaking, is that most of the nuts we like to eat aren't actually nuts, which are defined as a dry fruit with a single seed encased in a hard shell.","Other common edible nuts are pine nuts (Pinus pinea), cashews (Anacardium occidentale), pecans (Carya illinoiensis), macadamias (Macadamia integrifolia), and Brazil nuts (Bertholletia excelsa). The consumer definition also includes peanuts (Arachis hypogea), which botanically are groundnuts or legumes but are widely identified as part of the nuts food group. The consumer definition also includes peanuts (Arachis hypogea), which botanically are groundnuts or legumes but are widely identified as part of the nuts food group. In addition, peanuts have a similar nutrient profile to tree nuts [5,6]. Although chestnuts (Castanea sativa) are tree nuts as well, they are different from all other common nuts because of being starchier and having a different nutrient profile. For the purpose of this review, the term “nuts” includes all common tree nuts [with the exception of chestnuts] plus peanuts. Nuts, seeds and pulses are all nutrient dense foods and have been a regular constituent of mankind’s diet since pre-agricultural times [7]. In Western countries nuts are consumed as snacks, desserts or part of a meal, and are eaten whole (fresh or roasted), in spreads (peanut butter, almond paste), as oils or hidden in commercial products, mixed dishes, sauces, pastries, ice creams and baked goods.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3257681/,False,
"Based on this definition, chestnuts and hazelnuts are true nuts, while almonds and cashews are classified as droops.","There are a few different types of “nuts” that are commonly consumed, but not all of them fit the botanical definition of a true nut. A true nut, like a chestnut or hazelnut, is a dry fruit that has a single seed, a hard shell, and a protective husk. Peanuts and almonds, on the other hand, are not technically nuts according to this definition. These include nutmeg, water chestnut, butternut squash, and shea nuts. However, it is always best to check with your doctor or allergist before trying any new food if you have an allergy. There are a few different types of “nuts” that are commonly consumed, but not all of them fit the botanical definition of a true nut. The water chestnut is not actually a nut, but is the edible fruit of a sedge that grows in marshes and shallow water throughout much of the world. The water chestnut is encased in a hard shell that is brown or black in color. The flesh of the water chestnut is white and crisp, and has a nut-like flavor.",https://www.branchthetree.com/is-a-water-chestnut-considered-a-tree-nut/,False,
"Based on this definition, chestnuts and hazelnuts are true nuts, while almonds and cashews are classified as droops.","You may have already heard that peanuts are not nuts. They are actually legumes and are members of the pea family. But did you know that cashews, almonds, and several other common “culinary nuts” are not true nuts either? To help us understand why this is, it is important to know what the definition of a true ""nut"" is. Botanically, a nut is a dry fruit that consists of a hard shell covering a single seed. Some examples of true nuts include acorns, chestnuts, and hazelnuts. On the other hand, the fruits of the cashew, almond, and pistachio plants are not true nuts, but are rather classified as “drupes.” Drupes are fruits that are fleshy on the outside and contain a shell covering a seed on the inside. What we consume is this seed. The classification of walnuts and pecans is not as clear cut— they have characteristics of both nuts and drupes, but don’t completely fulfill the criteria for either. Some refer to them as “nut-like drupes”, others as “drupaceous nuts”. Interestingly, peaches and mangoes are also drupes—except in this case, we eat the fleshy exterior and not the shell and seed found inside it. Confusing, isn’t it? Caitlin Bard is completing her Bachelor of Science with a major in neuroscience at McGill University.",https://www.mcgill.ca/oss/article/nutrition-did-you-know/cashews-and-almonds-arent-technically-nuts-so-what-are-they,False,
"Based on this definition, chestnuts and hazelnuts are true nuts, while almonds and cashews are classified as droops.","To reveal whether a chestnut is a real nut or not, let’s tackle first the true definition of a nut. According to the USDA, nuts are dry, single-seeded fruits that typically feature a hard shell and a protective husk. So as per chestnut, the edible fruit fits the description of a real nut. According to the USDA, nuts are dry, single-seeded fruits that typically feature a hard shell and a protective husk. So as per chestnut, the edible fruit fits the description of a real nut. To cut to the chase—yes, chestnut is a real nut similar to hazelnuts, pecans, and walnuts.  · Chestnuts have a crunchy texture and bitter flavor profile when raw. But once they’re cooked, the fruits feature a soft textural nuance with a sweet, nutty, and buttery taste akin to a cooked sweet potato. Are you here to find out what a chestnut is? If yes, then you’ve come to the right page! Learn necessary facts surrounding these edible nuts, from flavor profile to their humble origin! Chestnuts refer to the single-seeded nut belonging to the Castanea genus in the Fagaceae family.",https://cookingchew.com/what-is-a-chestnut.html,False,
"Based on this definition, chestnuts and hazelnuts are true nuts, while almonds and cashews are classified as droops.","Chestnuts, hazelnuts, pecans and walnuts fit the true definition of a nut. Peanuts and almonds do not meet the botanical definition of a true nut. Peanuts are actually legumes and a fleshy coat like a plum surrounds almonds. Whether they are true “nuts” or not, people throughout the world enjoy these fruits. In botany terms, nuts are strictly a particular kind of dry fruit that has a single seed, a hard shell, and a protective husk. Chestnuts, hazelnuts, pecans and walnuts fit the true definition of a nut. Peanuts and almonds do not meet the botanical definition of a true nut. Pine nuts (Pinus spp.) are not considered true nuts in the botanical sense but are in fact the edible seeds produced by pine trees. Roughly, 20 species of pine produce seeds large enough to be worth harvesting.",https://www.fs.usda.gov/wildflowers/ethnobotany/food/nuts.shtml,False,
"Based on this definition, chestnuts and hazelnuts are true nuts, while almonds and cashews are classified as droops.","Most nuts, such as almonds, walnuts, and cashews, are botanically defined as seeds rather than fruit. Yet, a handful of true nuts like chestnuts and hazelnuts are technically fruits. For example, almonds, cashews, Brazil nuts, walnuts, pecans, macadamia nuts, pistachios, pine nuts, and most other nuts are botanically the seeds of drupes. Meanwhile, true nuts include chestnuts, acorns, and hazelnuts. Botanically, most nuts are the seeds of a fruit, while true nuts — such as chestnuts, acorns, and hazelnuts — are fruits in and of themselves. Peanuts are the exception, as they’re legumes — and thus technically vegetables.",https://www.healthline.com/nutrition/are-nuts-fruits,False,
"Whether almonds and cashews are true nuts or droops, almonds and cashews are still packed full of good things like unsaturated fats, fibre and protein, as well as a number of compounds with antioxidant and anti-inflammatory properties, all of which are good for you.","A great many “culinary” nuts, are nothing of the sort. Almonds, for example, are in fact drupes, not nuts at all. Neither are cashews, pistachios and pine nuts. Many tree nuts are drupes, including walnuts and pecans (although confusingly these are known as drupaceous nuts as they difficult to categorise and are not true botanical nuts). Neither are cashews, pistachios and pine nuts. Many tree nuts are drupes, including walnuts and pecans (although confusingly these are known as drupaceous nuts as they difficult to categorise and are not true botanical nuts). Almonds, olives, peaches, coffee beans, cherries and plums are all classic drupes. Many tree nuts are drupes, including walnuts and pecans (although confusingly these are known as drupaceous nuts as they difficult to categorise and are not true botanical nuts). Almonds, olives, peaches, coffee beans, cherries and plums are all classic drupes. The seeds in drupes, are protected within fleshy three-layered husks or exocarps. In peaches and olives we value the exocarp, but in the case of almonds it is the seed contained within the endocarp, the layer which directly surrounds the seed, which is of culinary use.",https://www.theguardian.com/science/blog/2016/nov/10/hips-haws-and-drupes-when-is-a-nut-not-a-nut,False,
"Whether almonds and cashews are true nuts or droops, almonds and cashews are still packed full of good things like unsaturated fats, fibre and protein, as well as a number of compounds with antioxidant and anti-inflammatory properties, all of which are good for you.","Unsure where to start? Check out these 11 tips for adding more superfoods to your diabetes diet! You’ll also find that, when it comes to diabetes, superfoods are all whole, unpackaged foods — meaning they aren’t processed with added sugars, fats, or preservatives. Researchers are also continuing to find evidence of links between diet and type 2 diabetes development. One study looked at the impact of nutrition in more than 64,000 women for 15 years. Researchers found that eating antioxidant-rich foods significantly lowered type 2 diabetes risk. Increasingly, such antioxidant-rich foods are being called superfoods.",https://www.everydayhealth.com/type-2-diabetes/diet/superfoods-for-your-diabetes-diet/,False,
"Whether almonds and cashews are true nuts or droops, almonds and cashews are still packed full of good things like unsaturated fats, fibre and protein, as well as a number of compounds with antioxidant and anti-inflammatory properties, all of which are good for you.","Regarding nutritional value, cashews pack more calories and carbohydrates, while almonds bring more fiber and protein to the table. If you want healthy fats, both cashews and almonds bring it, but cashews are higher in mono-unsaturated fats, while almonds will give you more polyunsaturated fats. While both cashews and almonds are delicious, cashews have a creamier texture, while almonds will give you more crunch and even a little sweetness. When cooking with these nuts, cashews are more commonly used in creamy sauces, desserts, and even as an alternative to dairy, while almonds can be found more often in trail mixes, toppings for yogurt and oatmeal, and even in salads. Almonds are very high in vitamin E, which is a very powerful antioxidant that helps to protect the cells in your body from being damaged by free radicals. Almonds are an excellent snack for those on a low-carb or keto diet and for vegans, vegetarians, and everyone overall. Despite their similarities, there are many differences between almonds and cashews. Regarding nutritional value, cashews pack more calories and carbohydrates, while almonds bring more fiber and protein to the table. Just like cashews, almonds contain mono-unsaturated and polyunsaturated fats, which are very important for the body’s heart health, cognitive function, and weight management. Since almonds are a great source of fiber, they work well in keeping the body’s digestive system healthy and preventing constipation. Almonds are very high in vitamin E, which is a very powerful antioxidant that helps to protect the cells in your body from being damaged by free radicals. Almonds are an excellent snack for those on a low-carb or keto diet and for vegans, vegetarians, and everyone overall.",https://almondbrothers.com/cashews-vs-almonds/,False,
