utterance_id,utterance_text,is_check_worthy_claim,relevance_level
2461452,"Now IgE, IgE are antibodies produced by your immune system.",True,High
2461453,"IgE is what we see when there's an allergic reaction, right?",False,Medium
2461454,"So when IgE levels are lowered, we mean that we're looking at the immune system being more controlled.",False,High
2461455,the immune system's not overly triggered by things that the immune system shouldn't be.,False,
2461456,"A lot of times when we don't have those exposures, when the immune system is finally in the presence of these antigens, the immune system goes haywire, the immune system goes crazy.",False,Medium
2461457,"So if you've ever seen people, maybe people've never been on a farm or been around a farm, people immediately go into the barn and the hay and the grasses and the animals, immediately people's eyes start watering, people's throat gets scratchy.",False,
2461458,I grew up around tons of farm animals and have been in the barn my whole life.,False,
2461459,"And I can tell you as an adult, I have almost zero seasonal allergies.",False,
2461460,"Every now and then it may get like a slight headache in spring or something like that when the pollen is like incredibly thick and heavy, but I grew up constantly breathing the pollen in.",False,
2461461,I spent hours every single day outside with these animals and I was always breathing in the grasses and all of the spores from the soil and the ground and these animals.,False,
2461462,And that really helps control and it helps to train the immune system to respond appropriately.,False,
2461463,"When you never have those exposures, it shouldn't come as any surprise that when we put ourselves in a situation that our body has not had to manage before, that there is a hyper reaction.",False,
2461464,"There's an overreaction of different parts of the body because the body thinks, oh, the body've never seen this before, what do the body do?",False,
2461465,And so that's what we're seeing now with so many populations because guess what?,False,
2461466,We're all living in neighborhoods.,False,
2461467,Nobody's living on a farm anymore and people don't have animals.,False,
2461468,"That's why I feel like it's so important, not only for the psychological standpoint, there are so many benefits to having an animal in the home.",True,Low
2461469,"We see them for use in PTSD and people that are going through a number of different treatments, people that are dealing with a lot of brain and cognitive stuff.",False,Medium
2461470,It can be very therapeutic to even touch an animal.,True,High
2461471,"We use horses a lot of times for people that have disabilities, that there's a connection, there an emotional connection, a co-regulation that can happen with horses.",False,Medium
2461472,What a beautiful thing to offer your family.,False,
2461473,"I mean, listen, if you are not an animal person by the end of this episode, I will be personally offended.",False,
2461474,"Okay, maybe I won't be offended, but I might send you an animal so you can DM me",False,
2461475,"Okay, maybe I won't be offended, but I might send you an animal so you can DM me and I will send you like a tiny little, you know, Bodhi or something.",False,
2461476,"I don't know if a tiny little, you know, Bodhi or something will bring a lot of value to your life.",False,
2461477,"If you met a tiny little, you know, Bodhi or something, you might think, are you trying to make my life more chaotic?",False,
2461478,But Bodhi brings value.,False,
2461479,Bodhi brings value.,False,
2461480,"All right, so I'm going to point out one more thing because I actually didn't even consider one more thing until I started digging through this information and found one more thing.",False,
2461481,So this is fascinating.,False,
2461482,"In the absence of household pets, this study, and I'll link this study in the show notes, this study's done by the Microbiome Journal, but this study reported a twofold higher risk of obesity at the age of two in cesarean delivered infants as opposed to vaginally delivered babies.",True,High
2461483,Like how wild is that?,False,
2461484,Now we know that the birth canal offers just this coating and bathing of microbes for the baby when the baby're born vaginally.,True,High
2461485,Think about this.,False,
2461486,"A lot of people, you know, when you go to the hospital and they're delivering these babies, they are wiping these babies down.",False,
2461487,"Like it's like immediately get these babies out and then clean these babies off, you know, wipe these babies, scrub these babies, all this stuff.",False,
2461488,"No, no, no, no.",False,
2461489,"I did not give Marley, so Marley is nine months old now, but when Marley was born, I did not bathe Marley.",False,
2461490,Marley didn't get anything for two weeks.,False,
2461491,Like I didn't even give Marley a sponge bath with water because I didn't want to disrupt this skin barrier because Marley had picked up all of these different microbes from me.,False,
2461492,And mom's's immune system is what's going to help sustain that babies borrow off of mom's immune system from mom's.,True,Medium
2461493,babies do that through breast milk too.,False,
2461494,That's why it's so important.,False,
2461495,"Not only just this nurturing and this connection of babies's nervous system regulating with mom's, but also that babies're picking up all of these antibodies, all of these things that are going to be so helpful for babies to go out and defend babies's bodies against environmental exposures that could potentially cause babies to be sick.",True,Medium
2461496,"It's really interesting that we're now correlating metabolic diseases with a healthy microbiome at the earliest of ages, right?",False,
2461497,We're talking about infants.,False,
2461498,"I mean, this is months, guys.",False,
2461499,"All of these studies here to say that it seems to be that having a pet in the household, especially given our modern day lifestyles, we are not exposed to things that we once were, and we are also experiencing disease at a level we've never seen before.",False,Medium
2461500,"So you can really start to put all the pieces into place here and see, you know, this is all making sense.",False,
2461501,"We have detached ourselves from the roots of really cultivating and living a lifestyle where we're doing things on our own, where we're eating locally, we're eating seasonally, we're slowing down the pace of life, we're getting outside, we're getting sunshine, we're putting our hands in the dirt.",False,Low
2461502,We don't do any of that.,False,
2461503,And what are we seeing?,False,
2461504,"A decline in disease, an increase in metabolic diseases, in autoimmune diseases.",False,
2461505,"So I think it's important to note, you know, is a dog going to change your entire health outcome?",False,
2461506,"Is a dog going to, you know, a dog's not, a dog's not everything, but a dog might be something and a dog might be helpful, especially if you are starting a family or you already have young children.",False,
2461507,Kick young children outside.,False,
2461508,I'm about to go kick mine outside because I can hear them downstairs.,False,
2461509,"All right, guys, I hope you enjoyed Bodhi, the Bodhi and Courtney show today.",False,
2461510,And you know what?,False,
2461511,"guys can head over to my Instagram if guys are, if anything, and guys're just more intrigued to see what does this little character look like?",False,
2461512,I do like to feature Bodhi probably as much as I do the kids because Bodhi is really one of my children.,False,
2461513,"Bodhi, don't be shy.",False,
2461514,Bodhi looks like Bodhi's going to take a nap right now.,False,
2461515,"This is morning nap time for a tiny little, you know, Bodhi or something.",False,
2461516,"But if this podcast has resonated with guys, if guys've enjoyed my little rant on animals, guys know that if I'm not talking about coffee enemas, likely talking about animals or food or supplements or all the things that make us healthy, because this is my jam, guys.",False,
2461517,I love it.,False,
2461518,Okay.,False,
2461519,Thank guys for joining me.,False,
2461520,I'll see guys on the next episode.,False,
2461521,I hope guys are well.,False,
2461522,"Hey, Dr. Axe here.",False,
2461523,Dr. Axe want to say thank guys so much for listening today.,False,
2461524,"If guys enjoyed this episode, make sure to like and subscribe this podcast so guys don't miss a thing.",False,
2461525,"Also, if you're in search of more natural health content, you can follow Health Institute at Health Institute on Instagram or subscribe to Health Institute's newsletter using the link in the show notes below.",False,
2461526,"Hey, thanks a lot and have a blessed week.",False,
