utterance_id,text,factiverse_claim,CW_claim_count,Not_CW_claim_count,majority_claim,output_matched
2465204,"You know, there was a couple of really interesting studies looking at this several years ago.",Checkworthy,0,0,,
2465205,There's a phenomenon called working memory.,Not Checkworthy,0,0,,
2465206,Working memory is how your mind is constantly thinking about things.,Not Checkworthy,0,0,,
2465207,"And if you're under stress, you're not able to take in other information.",Not Checkworthy,0,0,,
2465208,You're more forgetful.,Not Checkworthy,0,0,,
2465209,You don't sleep as well.,Not Checkworthy,0,0,,
2465210,What these researchers found was that expressive writing increased working memory.,Checkworthy,0,0,,
2465211,People were now able to think more clearly.,Checkworthy,0,0,,
2465212,They did better at university in terms of their grades.,Checkworthy,0,0,,
2465213,They slept better.,Checkworthy,0,0,,
2465214,"We know that when somebody is stressed and they're obsessing about things, their heart beats faster, their immune system is suppressed.",Not Checkworthy,0,0,,
2465215,"And when a person writes about an upsetting experience, you find certain enhancements in immune activity that the immune system is working more efficiently.",Not Checkworthy,0,0,,
2465216,Wow.,Not Checkworthy,0,0,,
2465217,Can you tell me what you think the mechanism is?,Not Checkworthy,0,0,,
2465218,Did it lead to measurable changes in the body?,Not Checkworthy,0,0,,
2465219,So there have been several studies looking at this.,Checkworthy,0,0,,
2465220,They do what's called a punch biopsy.,Checkworthy,0,0,,
2465221,It's a small five millimeter punch in your skin.,Checkworthy,0,0,,
2465222,And they look and see how long it takes to heal.,Not Checkworthy,0,0,,
2465223,And what they do in these studies is they have people write about emotional upheavals in the days prior to this punch procedure.,Checkworthy,0,0,,
2465224,"And with expressive writing, people heal more quickly than if they're writing about superficial topics.",Not Checkworthy,0,0,,
2465225,And what's particularly intriguing is they're finding these changes using these ultrasound measures that are markers of healing.,Checkworthy,0,0,,
2465226,"But they're also finding it with these more elegant immune markers, hormones and peptides that are associated with the healing process itself.",Checkworthy,0,0,,
2465227,How big are the studies?,Not Checkworthy,0,0,,
2465228,"I mean, are they convincing?",Not Checkworthy,0,0,,
2465229,Part of it is you have to look at how many studies have been done.,Not Checkworthy,0,0,,
2465230,There have been a couple of thousand studies.,Checkworthy,0,0,,
2465231,"In most of the studies, you find improvements in physical health.",Checkworthy,0,0,,
2465232,"But the effects are, they are modest.",Not Checkworthy,0,0,,
2465233,"What's so striking about this is that we're only asking them to write, say, 15 minutes a day for three or four days.",Checkworthy,0,0,,
2465234,"As an intervention, it's free, it's fast, it's easy.",Not Checkworthy,0,0,,
2465235,Does this kind of writing also benefit your social life?,Not Checkworthy,0,0,,
2465236,"Yes, it does.",Not Checkworthy,0,0,,
2465237,"What we found was that people who wrote about this upsetting experience, their social behaviors changed.",Checkworthy,0,0,,
2465238,"A month later, they were talking more with others.",Checkworthy,0,0,,
2465239,They were more socially engaged.,Checkworthy,0,0,,
2465240,They laughed more.,Checkworthy,0,0,,
2465241,"One reason that this can be so powerful is that when you write, you get these upsetting experiences out of your mind.",Not Checkworthy,0,0,,
2465242,You're now able to connect with other people better.,Not Checkworthy,0,0,,
2465243,You're able to listen to them.,Not Checkworthy,0,0,,
2465244,You're able to be a better friend.,Not Checkworthy,0,0,,
2465245,Right.,Not Checkworthy,0,0,,
2465246,"So if I want to undertake it, can you talk me through how I start?",Not Checkworthy,0,0,,
2465247,"First of all, I'm not here to sell you a bona fide, copyrighted system.",Not Checkworthy,0,0,,
2465248,Experiment and see what works best for you.,Not Checkworthy,0,0,,
2465249,Set aside three or four days.,Not Checkworthy,0,0,,
2465250,Find 10 or 15 minutes and just sit down and write.,Not Checkworthy,0,0,,
2465251,And the only rule I have is to write continuously.,Not Checkworthy,0,0,,
2465252,Don't worry about grammar or sentence structure or spelling.,Not Checkworthy,0,0,,
2465253,"And in fact, plan to throw it away afterwards.",Not Checkworthy,0,0,,
2465254,I discovered a method several years ago that I call finger writing.,Checkworthy,0,0,,
2465255,Just writing with my finger in the air.,Not Checkworthy,0,0,,
2465256,That also works quite well.,Checkworthy,0,0,,
2465257,"And if after two or three days you find that you're not benefiting from this at all, then stop writing.",Not Checkworthy,0,0,,
2465258,Do something else.,Not Checkworthy,0,0,,
2465259,"You know, go jogging.",Not Checkworthy,0,0,,
2465260,"This is not one true way, but it's a remarkably effective system.",Not Checkworthy,0,0,,
2465261,Right.,Not Checkworthy,0,0,,
2465262,That's the science.,Not Checkworthy,0,0,,
2465263,Time to check in with Julie.,Not Checkworthy,0,0,,
2465264,Let's find out if expressive writing is something she'll carry on with.,Not Checkworthy,0,0,,
2465265,I really enjoyed the three sessions.,Not Checkworthy,0,0,,
2465266,I did find it was more beneficial to write on an evening before bedtime.,Checkworthy,0,0,,
2465267,It just felt as though I was able to just clear my mind and my thoughts.,Not Checkworthy,0,0,,
2465268,"And I did actually have an uninterrupted sleep that evening, which was great.",Checkworthy,0,0,,
2465269,"I really enjoyed the part where I was able to just spend some time by myself and download my thoughts and feelings and just create some space, really.",Not Checkworthy,0,0,,
2465270,I've actually signed up for a creative writing course.,Checkworthy,0,0,,
2465271,"So yeah, really enjoyed it",Not Checkworthy,0,0,,
2465272,and I will be taking it forward.,Not Checkworthy,0,0,,
2465273,I am really glad to hear that Julie has got so much out of her writing.,Not Checkworthy,0,0,,
2465274,And I've been doing it all week,Not Checkworthy,0,0,,
2465275,and I do think it's made a difference.,Not Checkworthy,0,0,,
2465276,Perhaps helped my sleep a bit.,Not Checkworthy,0,0,,
2465277,Today I'm trying Professor Pennebaker's finger writing method.,Not Checkworthy,0,0,,
2465278,I've decided to come to my local woods and I'm here to wave my finger in the air.,Not Checkworthy,0,0,,
2465279,It's always nice to have an excuse to come outside.,Not Checkworthy,0,0,,
2465280,"If you haven't heard it yet, check out our Green Spaces episode from Series 1 on BBC Sounds.",Checkworthy,0,0,,
2465281,"I do think taking up something like expressive writing can be really worth it, especially if you're a bit anxious and you don't need a computer or pen to do it and your relationships, your brain and your immune system could benefit.",Not Checkworthy,0,0,,
2465282,So that's it.,Not Checkworthy,0,0,,
2465283,"It's just one thing you can incorporate into your daily routine, which really could benefit your body and life.",Not Checkworthy,0,0,,
2465284,"If you want to hear more of the series, why not subscribe on BBC Sounds?",Not Checkworthy,0,0,,
2465285,I'm Ella Ashramahi.,Not Checkworthy,0,0,,
2465286,"I'm an explorer, stand-up comic and paleoanthropologist.",Not Checkworthy,0,0,,
2465287,"And I want to tell you about my new podcast, Why Do We Do That?",Not Checkworthy,0,0,,
2465288,An Anthropologist's Guide to the Modern World from BBC Radio 4.,Not Checkworthy,0,0,,
2465289,"In each episode, I'll be trying to work out why we do the things we do.",Not Checkworthy,0,0,,
2465290,From uncovering the unconscious reason we shake hands.,Not Checkworthy,0,0,,
2465291,There is a lot of information lying inside our body odour.,Not Checkworthy,0,0,,
2465292,To asking why we do things that are bad for us.,Not Checkworthy,0,0,,
2465293,"If we weren't programmed to be more risk-tolerant, the species wouldn't have survived.",Not Checkworthy,0,0,,
2465294,And delving into the surprising science of kissing.,Not Checkworthy,0,0,,
2465295,I would never be short of willing subjects to participate in my research.,Not Checkworthy,0,0,,
2465296,"So if you want to find out why do we do that, head to BBC Sounds to subscribe.",Not Checkworthy,0,0,,
2465297,"Hi, listen to me.",Not Checkworthy,0,0,,
2465298,"With the calculator app, TripleTex, calculations become less difficult.",Not Checkworthy,0,0,,
2465299,Your homework becomes less difficult.,Not Checkworthy,0,0,,
2465300,"And for some, life becomes less difficult.",Not Checkworthy,0,0,,
2465301,"Have you forgotten to submit an essay, for example?",Not Checkworthy,0,0,,
2465302,"With the TripleTex app, you can take a picture of the quotation and send it in, now!",Not Checkworthy,0,0,,
2465303,At the same time as you do it on the podcast!,Not Checkworthy,0,0,,
2465304,Do it now!,Not Checkworthy,0,0,,
2465305,"The very flexible calculator app, TripleTex, you can try for free at www.tripletex.no Slash free.",Checkworthy,0,0,,
2465306,www.tripletex.com,Checkworthy,0,0,,
