utterance_id,text,factiverse_claim,CW_claim_count,Not_CW_claim_count,majority_claim,output_matched
2465556,"Yeah, so midway through",Not Checkworthy,0,0,,
2465557,and we'll keep going to the end of the week.,Not Checkworthy,0,0,,
2465558,It sounds like Emma has found it easy to swap out her sugary treats for nutty snacks.,Not Checkworthy,0,0,,
2465559,So I'm keen to see if she sticks with it.,Not Checkworthy,0,0,,
2465560,"But first, let's choose some nutty fat with Dr Ziyan Tan from the School of Exercise and Nutrition Sciences at Deakin University in Australia.",Not Checkworthy,0,0,,
2465561,Hello there.,Not Checkworthy,1,0,Checkworthy,False
2465562,"Hi, Michael.",Not Checkworthy,0,0,,
2465563,How are you?,Not Checkworthy,0,1,Not Checkworthy,True
2465564,"Very good, thanks.",Not Checkworthy,0,0,,
2465565,"Now, I can understand why nuts are good for my diet, but tell me why they are good for my brain.",Not Checkworthy,0,1,Not Checkworthy,True
2465566,They are good for our cognitive function.,Not Checkworthy,0,0,,
2465567,So this was based on a study that we published recently in 2021.,Checkworthy,0,0,,
2465568,We compared the nut intake and cognitive function of over 1800 older adults in America.,Checkworthy,0,0,,
2465569,"We found that older adults who consume nuts, about 15 to 30 grams per day, perform significantly better in terms of their short-term memory, fluency, processing speed, and also attention.",Checkworthy,0,0,,
2465570,"Right, and 15 to 30 grams, that was enough to produce these changes in their cognitive skills.",Checkworthy,0,0,,
2465571,Why do you think that nuts are good for the brain?,Not Checkworthy,0,1,Not Checkworthy,True
2465572,"In one study, they found that including nuts into the diet can actually improve the brain reactivity.",Checkworthy,0,1,Not Checkworthy,False
2465573,"They also found that the small blood vessels in the brain actually have higher elasticity, so meaning that there's better blood flow into the brain, potentially explaining the benefits.",Checkworthy,0,0,,
2465574,And are some types of nuts better than others?,Not Checkworthy,1,0,Checkworthy,False
2465575,"In terms of nuts, they all have very similar kind of nutrient profile.",Not Checkworthy,0,1,Not Checkworthy,True
2465576,"So they are all high in protein, they are all high in unsaturated fats, which are healthy.",Not Checkworthy,0,0,,
2465577,"For example, if we are talking about cardiovascular health, we see the benefits coming from almonds, we see the benefits coming from peanuts, we see the benefits coming from walnuts and other nuts as well.",Checkworthy,0,0,,
2465578,So there's no reason to believe that one nut is better than another.,Not Checkworthy,0,0,,
2465579,"Right, that's interesting because I always thought that peanuts were an almost inferior type of nut.",Checkworthy,0,0,,
2465580,"Now, one of the ideas that has been around for a long time is that eating nuts is likely to help you put on weight because they're so full of fat and protein, and yet your research suggests that's not the case.",Checkworthy,0,0,,
2465581,That is correct.,Not Checkworthy,1,0,Checkworthy,False
2465582,"If we look at the body of research out there, the body of evidence, they all seem to suggest consistently that including nuts into the diet doesn't really have much effect on your body weight.",Not Checkworthy,0,1,Not Checkworthy,True
2465583,"In fact, those with higher nut intake tend to have lower body weight or lower body fat.",Checkworthy,0,0,,
2465584,"So many, many studies have repeatedly shown that incorporating nuts into the diet doesn't make you gain weight.",Checkworthy,0,0,,
2465585,So why might that be?,Not Checkworthy,0,1,Not Checkworthy,True
2465586,There are a number of potential explanations for that phenomenon.,Not Checkworthy,0,0,,
2465587,We don't absorb all the fat or all the energy from nuts when we consume them.,Not Checkworthy,0,0,,
2465588,That's the first reason.,Not Checkworthy,0,1,Not Checkworthy,True
2465589,"The second reason is that when we eat nuts, we feel fuller and consequently we adjust our diet in the next meal.",Not Checkworthy,0,0,,
2465590,The third reason being there are some studies showing that nut consumption can actually increase how energy is burned in the body when we consume nuts.,Checkworthy,0,0,,
2465591,Nuts must be one of the tougher foods that modern humans eat.,Not Checkworthy,0,0,,
2465592,"So I'm assuming there's something about the structure, which means we don't actually absorb quite as much of the fat that's in the nut while at the same time getting all those benefits that come with the fibre.",Not Checkworthy,0,0,,
2465593,"So if we look at the structure of nuts under the microscope, we would see something like boxes.",Not Checkworthy,0,0,,
2465594,So imagine if you have thousands of shoe boxes put together and within each box you have fat inside.,Not Checkworthy,0,0,,
2465595,"So in order to access the fat in those shoe boxes, we would have to go in and break all the shoe boxes.",Not Checkworthy,0,0,,
2465596,"When we chew the nuts, we break the boxes, we release the fat.",Not Checkworthy,0,0,,
2465597,"But in the process, not all boxes are being broken.",Not Checkworthy,0,0,,
2465598,"Hence, there's still about 20% of fat left in the boxes that are not accessible by the body.",Checkworthy,1,0,Checkworthy,True
2465599,Right.,Not Checkworthy,0,1,Not Checkworthy,True
2465600,"Now, I have been using nuts as a snack.",Checkworthy,0,1,Not Checkworthy,False
2465601,"Rather than reach for a chocolate bar, I tend to eat a small handful of nuts.",Not Checkworthy,0,0,,
2465602,"I have tried to go for sort of unsalted, healthy nuts, if you like.",Checkworthy,0,0,,
2465603,"I have to say, I found salted nuts more addictive.",Not Checkworthy,0,0,,
2465604,"So probably the challenge with nuts is stopping, isn't it?",Not Checkworthy,0,1,Not Checkworthy,True
2465605,"Small handful, fine.",Not Checkworthy,0,1,Not Checkworthy,True
2465606,"Large bowlful, not fine.",Not Checkworthy,0,0,,
2465607,That's correct.,Not Checkworthy,1,0,Checkworthy,False
2465608,"So even though we do see a lot of benefits coming from nuts, we don't recommend people to go nuts about eating nuts.",Not Checkworthy,0,1,Not Checkworthy,True
2465609,We do want people to maintain at a level of about 15 to 30 grams per day.,Not Checkworthy,0,0,,
2465610,The one thing that I can say on that is that a lot of the beneficial compounds are found on the skin of the nuts.,Checkworthy,0,1,Not Checkworthy,False
2465611,"So when you prepare your nuts, whether it's in cooking or in baking or consuming them on its own, make sure that you consume the skin of the nuts together with the nuts in order to get all the nutrients, all the beneficial compounds coming from nuts.",Not Checkworthy,0,0,,
2465612,So that's the science.,Not Checkworthy,0,0,,
2465613,Now let's check in one more time with Emma to see if she's enjoyed her nutty week.,Not Checkworthy,0,1,Not Checkworthy,True
2465614,"So it's the end of my nut challenge week and I've really enjoyed it, actually.",Not Checkworthy,0,0,,
2465615,"I've had them in the morning with some yogurt, which was lovely.",Checkworthy,0,0,,
2465616,I think it did help regulate my mealtimes a bit better.,Not Checkworthy,0,0,,
2465617,I've definitely found I'm eating less chocolate.,Not Checkworthy,0,0,,
2465618,I think my energy levels have improved.,Not Checkworthy,0,0,,
2465619,"I'm not crushing so much during the day, which is great.",Not Checkworthy,0,0,,
2465620,"So yes, I'm going to try and continue.",Not Checkworthy,0,0,,
2465621,I am pleased to hear that Emma has gone nuts for nuts.,Not Checkworthy,0,0,,
2465622,"And as promised, I've been doing the challenge all week too.",Not Checkworthy,0,0,,
2465623,"I have been snacking on nuts quite a bit, as well as incorporating more nuts into my meals.",Checkworthy,0,0,,
2465624,So today I'm making an apple hazelnut salad.,Not Checkworthy,0,0,,
2465625,"As you can hear, I've been slicing the apples and I've got a packet of hazelnuts here.",Checkworthy,0,0,,
2465626,I'm just going to sort of scatter them around a bit and grab a few as well.,Not Checkworthy,0,0,,
2465627,Nibbling on nuts has really given me a boost.,Not Checkworthy,0,0,,
2465628,It's also helped me stay away from those mid-afternoon biscuits.,Not Checkworthy,0,0,,
2465629,I am definitely going to be sticking to a nuttier diet.,Not Checkworthy,0,0,,
2465630,So why don't you give it a go as well?,Not Checkworthy,0,0,,
2465631,"Your brain, heart and even your waistline might thank you for it.",Not Checkworthy,0,0,,
2465632,So that's it.,Not Checkworthy,0,0,,
2465633,"It's just one thing you can incorporate into your daily routine, which really could benefit your body and life.",Not Checkworthy,0,0,,
2465634,"On the next episode of Just One Thing, cook with turmeric.",Not Checkworthy,0,0,,
2465635,"How this golden hued powder might boost your brain, reduce pain and improve your mood.",Not Checkworthy,0,0,,
2465636,"Hello, I'm Brian Cox and we are back for season 26 of the Infinite Monkey Cage.",Not Checkworthy,0,0,,
2465637,"And we begin, where do we begin, Robin?",Not Checkworthy,1,0,Checkworthy,False
2465638,"We start in a galaxy far, far away and a long time ago.",Not Checkworthy,0,1,Not Checkworthy,True
2465639,So it's Australia.,Not Checkworthy,1,0,Checkworthy,False
2465640,"Oh, OK.",Not Checkworthy,0,1,Not Checkworthy,True
2465641,Australia then.,Not Checkworthy,1,0,Checkworthy,False
2465642,"We start, it felt like a galaxy to me, but we were in Australia where we talked about, well, spiders.",Checkworthy,0,1,Not Checkworthy,False
2465643,You were scared of spiders.,Checkworthy,0,1,Not Checkworthy,False
2465644,"I wasn't actually scared, but you'll hear many trailers for this thing where they say, I wasn't scared of spiders.",Checkworthy,0,1,Not Checkworthy,False
2465645,"We also did astronomy actually in Australia, which is fantastic.",Checkworthy,0,1,Not Checkworthy,False
2465646,"And then we came back to the UK and we had guests like Ross Noble, Susan Calliman, Russell Kane, Ed Byrne, Joe Brand, Sally Gunnell.",Checkworthy,0,1,Not Checkworthy,False
2465647,"Yeah, Anna Fry, Sue Black, Randa Munro.",Checkworthy,0,1,Not Checkworthy,False
2465648,"And we found out, amongst other things, how to commit the perfect murder, which still hasn't really worked for me because I'm still so upset at him.",Checkworthy,0,1,Not Checkworthy,False
2465649,Listen on BBC Sam's.,Not Checkworthy,0,1,Not Checkworthy,True
2465650,What a great platform.,Not Checkworthy,0,1,Not Checkworthy,True
2465651,"It is wonderful, isn't it?",Not Checkworthy,0,1,Not Checkworthy,True
2465652,That you can wage in the infinite monkey cage.,Not Checkworthy,0,1,Not Checkworthy,True
2465653,Direkta.,Not Checkworthy,0,1,Not Checkworthy,True
2465654,Vereinskapsprogrammer.,Not Checkworthy,0,1,Not Checkworthy,True
2465655,Prüft TripleTex gratis.,Checkworthy,0,1,Not Checkworthy,False
2465656,Po tripletex.no slash gratis.,Not Checkworthy,1,1,Checkworthy,False
